kingdom	phylum	class_name	order	family	genus	species	subspecies	variety	forma	author	status	status-2	nomac_scientific_name	nomac_rank	nomac_parent	nomac_classification	dyntaxa_id	dyntaxa_scientific_name	dyntaxa_url
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Brachiomonas	submarina				Bohlin	Gyldig	Ingen_bistatus	Brachiomonas submarina	Species	Brachiomonas	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Chlamydomonadaceae - Brachiomonas submarina	238896.0	Brachiomonas submarina	https://www.dyntaxa.se/taxon/info/238896
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Carteriaceae	Carteria						Gyldig	Ingen_bistatus	Carteria	Genus	Carteriaceae	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Carteriaceae - Carteria	1015220.0	Carteria	https://www.dyntaxa.se/taxon/info/1015220
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Carteriaceae	Carteria	globosa				Korshikov	Gyldig	Ingen_bistatus	Carteria globosa	Species	Carteria	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Carteriaceae - Carteria globosa	257537.0	Carteria globosa	https://www.dyntaxa.se/taxon/info/257537
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus					Flot.	Gyldig	Ingen_bistatus	Haematococcus	Genus	Haematococcaceae	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Haematococcaceae - Haematococcus	1015223.0	Haematococcus	https://www.dyntaxa.se/taxon/info/1015223
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Sphaerella						Gyldig	Ingen_bistatus	Sphaerella	Genus	Haematococcaceae	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Haematococcaceae - Sphaerella			
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Chlorogonium					Ehrenb.	Gyldig	Ingen_bistatus	Chlorogonium	Genus	Haematococcaceae	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Haematococcaceae - Chlorogonium	1010778.0	Chlorogonium	https://www.dyntaxa.se/taxon/info/1010778
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Chlorogonium	acutiforme					Gyldig	Ingen_bistatus	Chlorogonium acutiforme	Species	Chlorogonium	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Haematococcaceae - Chlorogonium acutiforme	263174.0	Chlorogonium acutiforme	https://www.dyntaxa.se/taxon/info/263174
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Chlorogonium	elongatum				(P.A. Dangeard) Francé	Gyldig	Ingen_bistatus	Chlorogonium elongatum	Species	Chlorogonium	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Haematococcaceae - Chlorogonium elongatum	257548.0	Chlorogonium elongatum	https://www.dyntaxa.se/taxon/info/257548
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Chlorogonium	maximum				Skuja	Gyldig	Ingen_bistatus	Chlorogonium maximum	Species	Chlorogonium	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Haematococcaceae - Chlorogonium maximum	238891.0	Chlorogonium maximum	https://www.dyntaxa.se/taxon/info/238891
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Chlorogonium	minimum				Playfair	Gyldig	Ingen_bistatus	Chlorogonium minimum	Species	Chlorogonium	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Haematococcaceae - Chlorogonium minimum	238892.0	Chlorogonium minimum	https://www.dyntaxa.se/taxon/info/238892
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Chlorogonium	fusiforme				Matv.	Gyldig	Ingen_bistatus	Chlorogonium fusiforme	Species	Chlorogonium	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Haematococcaceae - Chlorogonium fusiforme	257549.0	Chlorogonium fusiforme	https://www.dyntaxa.se/taxon/info/257549
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Chlorogonium	intermedium				Skuja	Gyldig	Ingen_bistatus	Chlorogonium intermedium	Species	Chlorogonium	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Haematococcaceae - Chlorogonium intermedium	257550.0	Chlorogonium intermedium	https://www.dyntaxa.se/taxon/info/257550
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Chlorogonium	tetragamum				Bohlin	Gyldig	Ingen_bistatus	Chlorogonium tetragamum	Species	Chlorogonium	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Haematococcaceae - Chlorogonium tetragamum	257551.0	Chlorogonium tetragamum	https://www.dyntaxa.se/taxon/info/257551
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Chlorogonium	euchlorum				(Ehrenberg) Ehrenberg	Gyldig	Ingen_bistatus	Chlorogonium euchlorum	Species	Chlorogonium	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Haematococcaceae - Chlorogonium euchlorum			
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus	pluviale				Flotow	Gyldig	Ingen_bistatus	Haematococcus pluviale	Species	Haematococcus	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Haematococcaceae - Haematococcus pluviale			
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus	droebakensis				Wollenw.	Gyldig	Ingen_bistatus	Haematococcus droebakensis	Species	Haematococcus	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Haematococcaceae - Haematococcus droebakensis	262142.0	Haematococcus droebakensis	https://www.dyntaxa.se/taxon/info/262142
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus	pluvialis				Flot.	Gyldig	Ingen_bistatus	Haematococcus pluvialis	Species	Haematococcus	Plantae - Chlorophyta - Chlorophyceae - Chlamydomonadales - Haematococcaceae - Haematococcus pluvialis	257552.0	Haematococcus pluvialis	https://www.dyntaxa.se/taxon/info/257552
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Tetrasporaceae						(Nägeli) Wittr.	Gyldig	Ingen_bistatus	Tetrasporaceae	Family	Tetrasporales	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae	2003294.0	Tetrasporaceae	https://www.dyntaxa.se/taxon/info/2003294
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellopsidaceae						Korshikov	Gyldig	Ingen_bistatus	Palmellopsidaceae	Family	Tetrasporales	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae	2003292.0	Palmellopsidaceae	https://www.dyntaxa.se/taxon/info/2003292
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Characiochloridaceae						Skuja	Gyldig	Ingen_bistatus	Characiochloridaceae	Family	Tetrasporales	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Characiochloridaceae	2003637.0	Characiochloridaceae	https://www.dyntaxa.se/taxon/info/2003637
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Chlorangiellaceae						Bourr. ex Fott	Gyldig	Ingen_bistatus	Chlorangiellaceae	Family	Tetrasporales	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Chlorangiellaceae	2003295.0	Chlorangiellaceae	https://www.dyntaxa.se/taxon/info/2003295
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Gloeocystaceae						Artari	Gyldig	Ingen_bistatus	Gloeocystaceae	Family	Tetrasporales	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Gloeocystaceae	2003642.0	Gloeocystaceae	https://www.dyntaxa.se/taxon/info/2003642
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellaceae						Decne.	Gyldig	Ingen_bistatus	Palmellaceae	Family	Tetrasporales	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellaceae	2003293.0	Palmellaceae	https://www.dyntaxa.se/taxon/info/2003293
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellaceae	Sphaerocystis					R. Chodat	Gyldig	Ingen_bistatus	Sphaerocystis	Genus	Palmellaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellaceae - Sphaerocystis	1010773.0	Sphaerocystis	https://www.dyntaxa.se/taxon/info/1010773
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellaceae	Planctococcus					O. Korshikov	Gyldig	Ingen_bistatus	Planctococcus	Genus	Palmellaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellaceae - Planctococcus	1010774.0	Planctococcus	https://www.dyntaxa.se/taxon/info/1010774
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellaceae	Planctococcus	sphaerocystiformis				Korshikov	Gyldig	Ingen_bistatus	Planctococcus sphaerocystiformis	Species	Planctococcus	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellaceae - Planctococcus sphaerocystiformis	238886.0	Planctococcus sphaerocystiformis	https://www.dyntaxa.se/taxon/info/238886
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellaceae	Sphaerocystis	schroeteri				Chodat	Gyldig	Ingen_bistatus	Sphaerocystis schroeteri	Species	Sphaerocystis	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellaceae - Sphaerocystis schroeteri	238885.0	Sphaerocystis schroeteri	https://www.dyntaxa.se/taxon/info/238885
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellaceae	Sphaerocystis	planctonica				(Korshikov) Bourr.	Gyldig	Ingen_bistatus	Sphaerocystis planctonica	Species	Sphaerocystis	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellaceae - Sphaerocystis planctonica	238884.0	Sphaerocystis planctonica	https://www.dyntaxa.se/taxon/info/238884
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Chlorangiellaceae	Chlorangiella					De Toni	Gyldig	Ingen_bistatus	Chlorangiella	Genus	Chlorangiellaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Chlorangiellaceae - Chlorangiella	1010776.0	Chlorangiella	https://www.dyntaxa.se/taxon/info/1010776
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Chlorangiellaceae	Chlorangiella	pygmaea				(Ehrenberg) Silva, 1959	Gyldig	Ingen_bistatus	Chlorangiella pygmaea	Species	Chlorangiella	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Chlorangiellaceae - Chlorangiella pygmaea	238889.0	Chlorangiella pygmaea	https://www.dyntaxa.se/taxon/info/238889
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellopsidaceae	Pseudosphaerocystis					Woronichin	Gyldig	Ingen_bistatus	Pseudosphaerocystis	Genus	Palmellopsidaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Pseudosphaerocystis	1010771.0	Pseudosphaerocystis	https://www.dyntaxa.se/taxon/info/1010771
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellopsidaceae	Chlamydocapsa					Fott	Gyldig	Ingen_bistatus	Chlamydocapsa	Genus	Palmellopsidaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Chlamydocapsa	1010772.0	Chlamydocapsa	https://www.dyntaxa.se/taxon/info/1010772
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellopsidaceae	Asterococcus					Scherff.	Gyldig	Ingen_bistatus	Asterococcus	Genus	Palmellopsidaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Asterococcus	1015218.0	Asterococcus	https://www.dyntaxa.se/taxon/info/1015218
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellopsidaceae	Asterococcus	limneticum				G.M. Sm.	Gyldig	Ingen_bistatus	Asterococcus limneticum	Species	Asterococcus	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Asterococcus limneticum			
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellopsidaceae	Asterococcus	superbus				(Cienk.) Scherff.	Gyldig	Ingen_bistatus	Asterococcus superbus	Species	Asterococcus	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Asterococcus superbus	257534.0	Asterococcus superbus	https://www.dyntaxa.se/taxon/info/257534
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellopsidaceae	Asterococcus	limneticus				G.M. Sm.	Gyldig	Ingen_bistatus	Asterococcus limneticus	Species	Asterococcus	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Asterococcus limneticus	257533.0	Asterococcus limneticus	https://www.dyntaxa.se/taxon/info/257533
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellopsidaceae	Chlamydocapsa	ampla				(Kützing) Fott	Gyldig	Ingen_bistatus	Chlamydocapsa ampla	Species	Chlamydocapsa	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Chlamydocapsa ampla	238882.0	Chlamydocapsa ampla	https://www.dyntaxa.se/taxon/info/238882
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellopsidaceae	Chlamydocapsa	planctonica				(W. West & G.S. West) Fott	Gyldig	Ingen_bistatus	Chlamydocapsa planctonica	Species	Chlamydocapsa	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Chlamydocapsa planctonica	257531.0	Chlamydocapsa planctonica	https://www.dyntaxa.se/taxon/info/257531
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellopsidaceae	Chlamydocapsa	bacillus				(Teiling) Fott	Gyldig	Ingen_bistatus	Chlamydocapsa bacillus	Species	Chlamydocapsa	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Chlamydocapsa bacillus	257530.0	Chlamydocapsa bacillus	https://www.dyntaxa.se/taxon/info/257530
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellopsidaceae	Pseudosphaerocystis	lacustris				(Lemmermann) Nováková	Gyldig	Ingen_bistatus	Pseudosphaerocystis lacustris	Species	Pseudosphaerocystis	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Pseudosphaerocystis lacustris	238881.0	Pseudosphaerocystis lacustris	https://www.dyntaxa.se/taxon/info/238881
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Palmellopsidaceae	Pseudosphaerocystis	neglecta				(Teiling) Bourrelly	Gyldig	Ingen_bistatus	Pseudosphaerocystis neglecta	Species	Pseudosphaerocystis	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Pseudosphaerocystis neglecta	257532.0	Pseudosphaerocystis neglecta	https://www.dyntaxa.se/taxon/info/257532
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Tetrasporaceae	Tetraspora					Link	Gyldig	Ingen_bistatus	Tetraspora	Genus	Tetrasporaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Tetraspora	1010775.0	Tetraspora	https://www.dyntaxa.se/taxon/info/1010775
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Tetrasporaceae	Paulschulzia						Gyldig	Ingen_bistatus	Paulschulzia	Genus	Tetrasporaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Paulschulzia	1015219.0	Paulschulzia	https://www.dyntaxa.se/taxon/info/1015219
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Tetrasporaceae	Apiocystis					Nägeli	Gyldig	Ingen_bistatus	Apiocystis	Genus	Tetrasporaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Apiocystis	1016129.0	Apiocystis	https://www.dyntaxa.se/taxon/info/1016129
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Tetrasporaceae	Apiocystis	brauniana				Nägeli	Gyldig	Ingen_bistatus	Apiocystis brauniana	Species	Apiocystis	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Apiocystis brauniana	262136.0	Apiocystis brauniana	https://www.dyntaxa.se/taxon/info/262136
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Tetrasporaceae	Paulschulzia	pseudovolvox				(Schultz) Skuja	Gyldig	Ingen_bistatus	Paulschulzia pseudovolvox	Species	Paulschulzia	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Paulschulzia pseudovolvox	257535.0	Paulschulzia pseudovolvox	https://www.dyntaxa.se/taxon/info/257535
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Tetrasporaceae	Paulschulzia	tenera				(Korshikov) J.W.G. Lund	Gyldig	Ingen_bistatus	Paulschulzia tenera	Species	Paulschulzia	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Paulschulzia tenera	257536.0	Paulschulzia tenera	https://www.dyntaxa.se/taxon/info/257536
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Tetrasporaceae	Tetraspora	cylindrica				(Wahlenberg) C. Agerdh	Gyldig	Ingen_bistatus	Tetraspora cylindrica	Species	Tetraspora	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Tetraspora cylindrica	262137.0	Tetraspora cylindrica	https://www.dyntaxa.se/taxon/info/262137
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Tetrasporaceae	Tetraspora	gelatinosa				(Vausher) Desvaux	Gyldig	Ingen_bistatus	Tetraspora gelatinosa	Species	Tetraspora	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Tetraspora gelatinosa	262138.0	Tetraspora gelatinosa	https://www.dyntaxa.se/taxon/info/262138
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Tetrasporaceae	Tetraspora	lemmermannii				Fott, 1972	Gyldig	Ingen_bistatus	Tetraspora lemmermannii	Species	Tetraspora	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Tetraspora lemmermannii	238887.0	Tetraspora lemmermannii	https://www.dyntaxa.se/taxon/info/238887
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Tetrasporaceae	Tetraspora	limnetica				W. & G.S. West, 1912	Gyldig	Ingen_bistatus	Tetraspora limnetica	Species	Tetraspora	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Tetraspora limnetica	238888.0	Tetraspora limnetica	https://www.dyntaxa.se/taxon/info/238888
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Tetrasporaceae	Tetraspora	lubrica				(Roth) C.Agardh	Gyldig	Ingen_bistatus	Tetraspora lubrica	Species	Tetraspora	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Tetraspora lubrica	262139.0	Tetraspora lubrica	https://www.dyntaxa.se/taxon/info/262139
Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Tetrasporaceae	Tetraspora	lubrica		lacunosa		(Duby) Chauv. ex Bréb.	Gyldig	Ingen_bistatus	Tetraspora lubrica var. lacunosa	Variety	lubrica	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Tetraspora lubrica var. lacunosa	262140.0	Tetraspora lubrica var. lacunosa	https://www.dyntaxa.se/taxon/info/262140
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae						Dumort.	Gyldig	Ingen_bistatus	Hydrodictyaceae	Family	Sphaeropleales	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Hydrodictyaceae	2003286.0	Hydrodictyaceae	https://www.dyntaxa.se/taxon/info/2003286
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae						Oltm.	Gyldig	Ingen_bistatus	Scenedesmaceae	Family	Sphaeropleales	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae	2003290.0	Scenedesmaceae	https://www.dyntaxa.se/taxon/info/2003290
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Ankistrodesmaceae						Korshikov	Gyldig	Ingen_bistatus	Ankistrodesmaceae	Family	Sphaeropleales	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Ankistrodesmaceae			
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae						H.Ettl & Komárek	Gyldig	Ingen_bistatus	Neochloridaceae	Family	Sphaeropleales	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae	2003938.0	Neochloridaceae	https://www.dyntaxa.se/taxon/info/2003938
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Planktosphaeria					G.M. Smith	Gyldig	Ingen_bistatus	Planktosphaeria	Genus	Neochloridaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Planktosphaeria	1010736.0	Planktosphaeria	https://www.dyntaxa.se/taxon/info/1010736
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Schroederia					Lemmerm.	Gyldig	Ingen_bistatus	Schroederia	Genus	Neochloridaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Schroederia	1010721.0	Schroederia	https://www.dyntaxa.se/taxon/info/1010721
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraedron						Gyldig	Ingen_bistatus	Tetraedron	Genus	Neochloridaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraedron			
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraëdron					Kütz.	Gyldig	Ingen_bistatus	Tetraëdron	Genus	Neochloridaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron	1015291.0	Tetraëdron	https://www.dyntaxa.se/taxon/info/1015291
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraëdron	arthrodesmiforme				(West) Wolosz.	Gyldig	Ingen_bistatus	Tetraëdron arthrodesmiforme	Species	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron arthrodesmiforme	257513.0	Tetraëdron arthrodesmiforme	https://www.dyntaxa.se/taxon/info/257513
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraëdron	caudatum				(Corda) Hansg.	Gyldig	Ingen_bistatus	Tetraëdron caudatum	Species	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron caudatum	257943.0	Tetraëdron caudatum	https://www.dyntaxa.se/taxon/info/257943
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraëdron	incus				(Teiling) G.M. Sm.	Gyldig	Ingen_bistatus	Tetraëdron incus	Species	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron incus	257944.0	Tetraëdron incus	https://www.dyntaxa.se/taxon/info/257944
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraëdron	longispinum				(Perty) Hansg. sensu Gucunski	Gyldig	Ingen_bistatus	Tetraëdron longispinum	Species	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron longispinum	238876.0	Tetraëdron longispinum	https://www.dyntaxa.se/taxon/info/238876
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraëdron	minimum				(A. Braun) Hansg.	Gyldig	Ingen_bistatus	Tetraëdron minimum	Species	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron minimum	257945.0	Tetraëdron minimum	https://www.dyntaxa.se/taxon/info/257945
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraëdron	planctonicum				G.M. Sm.	Gyldig	Ingen_bistatus	Tetraëdron planctonicum	Species	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron planctonicum	257946.0	Tetraëdron planctonicum	https://www.dyntaxa.se/taxon/info/257946
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraëdron	triangulare				Korshikov	Gyldig	Ingen_bistatus	Tetraëdron triangulare	Species	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron triangulare			
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraëdron	trigonum				(Nägeli) Hansg.	Gyldig	Ingen_bistatus	Tetraëdron trigonum	Species	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron trigonum	263349.0	Tetraëdron trigonum	https://www.dyntaxa.se/taxon/info/263349
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraëdron	tumidulum				(Reinsch) Hansg.	Gyldig	Ingen_bistatus	Tetraëdron tumidulum	Species	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron tumidulum	257528.0	Tetraëdron tumidulum	https://www.dyntaxa.se/taxon/info/257528
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraëdron	spinulosum				Schmidle	Gyldig	Ingen_bistatus	Tetraëdron spinulosum	Species	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron spinulosum			
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraëdron	trigonum		gracile		(Reinsch) De Toni	Gyldig	Ingen_bistatus	Tetraëdron trigonum var. gracile	Variety	trigonum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron trigonum var. gracile			
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraëdron	minimum		scrobiculatum		Lagerh.	Gyldig	Ingen_bistatus	Tetraëdron minimum var. scrobiculatum	Variety	minimum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron minimum var. scrobiculatum	257519.0	Tetraëdron minimum var. scrobiculatum	https://www.dyntaxa.se/taxon/info/257519
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraëdron	minimum		tetralobulatum		Reinsch	Gyldig	Ingen_bistatus	Tetraëdron minimum var. tetralobulatum	Variety	minimum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron minimum var. tetralobulatum	257520.0	Tetraëdron minimum var. tetralobulatum	https://www.dyntaxa.se/taxon/info/257520
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraedron	caudatum				(Corda) Hansgirg	Gyldig	Ingen_bistatus	Tetraedron caudatum	Species	Tetraedron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraedron caudatum			
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Tetraedron	minimum				(A. Braun) Hansgirg	Gyldig	Ingen_bistatus	Tetraedron minimum	Species	Tetraedron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraedron minimum			
