scientific_name	rank	author	parent	classification	source	dyntaxa_id	dyntaxa_scientific_name	dyntaxa_url
Pediastrum duplex var. rugulosum	Variety	Racib.	duplex	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Hydrodictyaceae - Pediastrum duplex var. rugulosum	Artsnavnebase 20170303	257073	Pediastrum duplex var. rugulosum	https://www.dyntaxa.se/taxon/info/257073
Pediastrum integrum	Species	Nägeli, 1849	Pediastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Hydrodictyaceae - Pediastrum integrum	Artsnavnebase 20170303	238726	Pediastrum integrum	https://www.dyntaxa.se/taxon/info/238726
Pediastrum kawraiskyi	Species	Schmidle, 1897	Pediastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Hydrodictyaceae - Pediastrum kawraiskyi	Artsnavnebase 20170303			
Pediastrum simplex	Species	Meyen, 1829	Pediastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Hydrodictyaceae - Pediastrum simplex	Artsnavnebase 20170303			
Stauridium	Genus	Corda	Hydrodictyaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Hydrodictyaceae - Stauridium	Artsnavnebase 20170303	1016232	Stauridium	https://www.dyntaxa.se/taxon/info/1016232
Stauridium tetras	Species	(Ehrenberg) E. Hegewald	Stauridium	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Hydrodictyaceae - Stauridium tetras	Artsnavnebase 20170303	257421	Stauridium tetras	https://www.dyntaxa.se/taxon/info/257421
Neochloridaceae	Family	H.Ettl & Komárek	Sphaeropleales	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae	Artsnavnebase 20170303	2003938	Neochloridaceae	https://www.dyntaxa.se/taxon/info/2003938
Planktosphaeria	Genus	G.M. Smith	Neochloridaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Planktosphaeria	Artsnavnebase 20170303	1010736	Planktosphaeria	https://www.dyntaxa.se/taxon/info/1010736
Planktosphaeria gelatinosa	Species	G.M. Smith	Planktosphaeria	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Planktosphaeria gelatinosa	Artsnavnebase 20170303	238776	Planktosphaeria gelatinosa	https://www.dyntaxa.se/taxon/info/238776
Schroederia	Genus	Lemmerm.	Neochloridaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Schroederia	Artsnavnebase 20170303	1010721	Schroederia	https://www.dyntaxa.se/taxon/info/1010721
Schroederia setigera	Species	(Schröder) Lemmermann	Schroederia	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Schroederia setigera	Artsnavnebase 20170303	6001056	Schroederia setigera	https://www.dyntaxa.se/taxon/info/6001056
Schroederia spiralis	Species	(Printz) Korshikov	Schroederia	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Schroederia spiralis	Artsnavnebase 20170303	257512	Schroederia spiralis	https://www.dyntaxa.se/taxon/info/257512
Tetraedron	Genus		Neochloridaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraedron	Artsnavnebase 20170303			
Tetraedron caudatum	Species	(Corda) Hansgirg	Tetraedron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraedron caudatum	Artsnavnebase 20170303			
Tetraedron minimum	Species	(A. Braun) Hansgirg	Tetraedron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraedron minimum	Artsnavnebase 20170303			
Tetraedron minimum var. scrobiculatum	Variety	Lagerheim	minimum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraedron minimum var. scrobiculatum	Artsnavnebase 20170303			
Tetraedron minimum var. tetralobulatum	Variety		minimum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraedron minimum var. tetralobulatum	Artsnavnebase 20170303			
Tetraedron trigonum	Species		Tetraedron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraedron trigonum	Artsnavnebase 20170303			
Tetraedron trigonum var. gracile	Variety	(Reinsch) De Toni	trigonum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraedron trigonum var. gracile	Artsnavnebase 20170303			
Tetraëdron	Genus	Kütz.	Neochloridaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron	Artsnavnebase 20170303	1015291	Tetraëdron	https://www.dyntaxa.se/taxon/info/1015291
Tetraëdron arthrodesmiforme	Species	(West) Wolosz.	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron arthrodesmiforme	Artsnavnebase 20170303	257513	Tetraëdron arthrodesmiforme	https://www.dyntaxa.se/taxon/info/257513
Tetraëdron caudatum	Species	(Corda) Hansg.	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron caudatum	Artsnavnebase 20170303	257943	Tetraëdron caudatum	https://www.dyntaxa.se/taxon/info/257943
Tetraëdron incus	Species	(Teiling) G.M. Sm.	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron incus	Artsnavnebase 20170303	257944	Tetraëdron incus	https://www.dyntaxa.se/taxon/info/257944
Tetraëdron longispinum	Species	(Perty) Hansg. sensu Gucunski	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron longispinum	Artsnavnebase 20170303	238876	Tetraëdron longispinum	https://www.dyntaxa.se/taxon/info/238876
Tetraëdron minimum	Species	(A. Braun) Hansg.	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron minimum	Artsnavnebase 20170303	257945	Tetraëdron minimum	https://www.dyntaxa.se/taxon/info/257945
Tetraëdron minimum var. scrobiculatum	Variety	Lagerh.	minimum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron minimum var. scrobiculatum	Artsnavnebase 20170303	257519	Tetraëdron minimum var. scrobiculatum	https://www.dyntaxa.se/taxon/info/257519
Tetraëdron minimum var. tetralobulatum	Variety	Reinsch	minimum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron minimum var. tetralobulatum	Artsnavnebase 20170303	257520	Tetraëdron minimum var. tetralobulatum	https://www.dyntaxa.se/taxon/info/257520
Tetraëdron planctonicum	Species	G.M. Sm.	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron planctonicum	Artsnavnebase 20170303	257946	Tetraëdron planctonicum	https://www.dyntaxa.se/taxon/info/257946
Tetraëdron spinulosum	Species	Schmidle	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron spinulosum	Artsnavnebase 20170303			
Tetraëdron triangulare	Species	Korshikov	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron triangulare	Artsnavnebase 20170303			
Tetraëdron trigonum	Species	(Nägeli) Hansg.	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron trigonum	Artsnavnebase 20170303	263349	Tetraëdron trigonum	https://www.dyntaxa.se/taxon/info/263349
Tetraëdron trigonum var. gracile	Variety	(Reinsch) De Toni	trigonum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron trigonum var. gracile	Artsnavnebase 20170303			
Tetraëdron tumidulum	Species	(Reinsch) Hansg.	Tetraëdron	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Neochloridaceae - Tetraëdron tumidulum	Artsnavnebase 20170303	257528	Tetraëdron tumidulum	https://www.dyntaxa.se/taxon/info/257528
Scenedesmaceae	Family	Oltm.	Sphaeropleales	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae	Artsnavnebase 20170303	2003290	Scenedesmaceae	https://www.dyntaxa.se/taxon/info/2003290
Coelastrum	Genus	Nägeli	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Coelastrum	Artsnavnebase 20170303	1010744	Coelastrum	https://www.dyntaxa.se/taxon/info/1010744
Coelastrum astroideum	Species	De Notaris	Coelastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Coelastrum astroideum	Artsnavnebase 20170303	238791	Coelastrum astroideum	https://www.dyntaxa.se/taxon/info/238791
Coelastrum cambricum	Species		Coelastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Coelastrum cambricum	Artsnavnebase 20170303	238792	Coelastrum cambricum	https://www.dyntaxa.se/taxon/info/238792
Coelastrum cambricum var. intermedium	Variety	(Bohlin) G.S. West	cambricum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Coelastrum cambricum var. intermedium	Artsnavnebase 20170303	257439	Coelastrum cambricum var. intermedium	https://www.dyntaxa.se/taxon/info/257439
Coelastrum cornutum	Species	A. Lem.	Coelastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Coelastrum cornutum	Artsnavnebase 20170303	257440	Coelastrum cornutum	https://www.dyntaxa.se/taxon/info/257440
Coelastrum indicum	Species	W.B. Turner	Coelastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Coelastrum indicum	Artsnavnebase 20170303	238793	Coelastrum indicum	https://www.dyntaxa.se/taxon/info/238793
Coelastrum microporum	Species	Nägeli	Coelastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Coelastrum microporum	Artsnavnebase 20170303	238794	Coelastrum microporum	https://www.dyntaxa.se/taxon/info/238794
Coelastrum microporum var. octaedricum	Variety	(Skuja) Sodomková	microporum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Coelastrum microporum var. octaedricum	Artsnavnebase 20170303	257441	Coelastrum microporum var. octaedricum	https://www.dyntaxa.se/taxon/info/257441
Coelastrum microporum var. punctatum	Variety	Lagerh.	microporum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Coelastrum microporum var. punctatum	Artsnavnebase 20170303	257442	Coelastrum microporum var. punctatum	https://www.dyntaxa.se/taxon/info/257442
Coelastrum pulchrum	Species	Schmidle	Coelastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Coelastrum pulchrum	Artsnavnebase 20170303			
Coelastrum reticulatum	Species	(P.A. Dangeard) Senn	Coelastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Coelastrum reticulatum	Artsnavnebase 20170303			
Coelastrum sphaericum	Species	Nägeli	Coelastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Coelastrum sphaericum	Artsnavnebase 20170303	238796	Coelastrum sphaericum	https://www.dyntaxa.se/taxon/info/238796
Crucigenia	Genus	Morren	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Crucigenia	Artsnavnebase 20170303	1010745	Crucigenia	https://www.dyntaxa.se/taxon/info/1010745
Crucigenia fenestrata	Species	(Schmidle) Schmidle	Crucigenia	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Crucigenia fenestrata	Artsnavnebase 20170303	238797	Crucigenia fenestrata	https://www.dyntaxa.se/taxon/info/238797
Crucigenia quadrata	Species	Morren	Crucigenia	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Crucigenia quadrata	Artsnavnebase 20170303	238798	Crucigenia quadrata	https://www.dyntaxa.se/taxon/info/238798
Crucigenia tetrapedia	Species	(Kirchner) W. West & G.S. West	Crucigenia	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Crucigenia tetrapedia	Artsnavnebase 20170303	238799	Crucigenia tetrapedia	https://www.dyntaxa.se/taxon/info/238799
Crucigeniella	Genus	Lemmerm.	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Crucigeniella	Artsnavnebase 20170303	1010746	Crucigeniella	https://www.dyntaxa.se/taxon/info/1010746
Crucigeniella apiculata	Species	(Lemmermann) Komárek	Crucigeniella	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Crucigeniella apiculata	Artsnavnebase 20170303	238800	Crucigeniella apiculata	https://www.dyntaxa.se/taxon/info/238800
Crucigeniella crucifera	Species	(Wolle) Komárek	Crucigeniella	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Crucigeniella crucifera	Artsnavnebase 20170303	238801	Crucigeniella crucifera	https://www.dyntaxa.se/taxon/info/238801
Crucigeniella irregularis	Species	(Wille) Tsarenko & D.M. John	Crucigeniella	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Crucigeniella irregularis	Artsnavnebase 20170303	263201	Crucigeniella irregularis	https://www.dyntaxa.se/taxon/info/263201
Crucigeniella lunaris	Species	Lemmermann, 1900	Crucigeniella	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Crucigeniella lunaris	Artsnavnebase 20170303	238802	Crucigeniella lunaris	https://www.dyntaxa.se/taxon/info/238802
Crucigeniella pulchra	Species	(W. West & G.S. West) Komárek	Crucigeniella	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Crucigeniella pulchra	Artsnavnebase 20170303	257445	Crucigeniella pulchra	https://www.dyntaxa.se/taxon/info/257445
Crucigeniella rectangularis	Species	(Nägeli) Komárek	Crucigeniella	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Crucigeniella rectangularis	Artsnavnebase 20170303	238803	Crucigeniella rectangularis	https://www.dyntaxa.se/taxon/info/238803
Crucigeniella truncata	Species	(G.M. Sm.) Komárek	Crucigeniella	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Crucigeniella truncata	Artsnavnebase 20170303	238804	Crucigeniella truncata	https://www.dyntaxa.se/taxon/info/238804
Desmodesmus	Genus	(Chodat) An, Friedl & Hegewald	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus	Artsnavnebase 20170303	1010759	Desmodesmus	https://www.dyntaxa.se/taxon/info/1010759
Desmodesmus abundans	Species	(Kirchner) Hegewald, 2000	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus abundans	Artsnavnebase 20170303	238841	Desmodesmus abundans	https://www.dyntaxa.se/taxon/info/238841
Desmodesmus armatus	Species	(R. Chodat) E. Hegewald	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus armatus	Artsnavnebase 20170303	238842	Desmodesmus armatus	https://www.dyntaxa.se/taxon/info/238842
Desmodesmus armatus var. armatus	Variety		armatus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus armatus var. armatus	Artsnavnebase 20170303	248652	Desmodesmus armatus var. armatus	https://www.dyntaxa.se/taxon/info/248652
Desmodesmus armatus var. bicaudatus	Variety		armatus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus armatus var. bicaudatus	Artsnavnebase 20170303	248650	Desmodesmus armatus var. bicaudatus	https://www.dyntaxa.se/taxon/info/248650
Desmodesmus armatus var. spinosus	Variety		armatus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus armatus var. spinosus	Artsnavnebase 20170303	248649	Desmodesmus armatus var. spinosus	https://www.dyntaxa.se/taxon/info/248649
Desmodesmus bicellularis	Species	(R. Chodat) An, Friedl & Hegewald, 1999	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus bicellularis	Artsnavnebase 20170303	238843	Desmodesmus bicellularis	https://www.dyntaxa.se/taxon/info/238843
Desmodesmus brasiliensis	Species	(Bohlin) Hegewald, 2000	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus brasiliensis	Artsnavnebase 20170303	238844	Desmodesmus brasiliensis	https://www.dyntaxa.se/taxon/info/238844
Desmodesmus communis	Species	(Hegewald) Hegewald, 2000	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus communis	Artsnavnebase 20170303	6001101	Desmodesmus communis	https://www.dyntaxa.se/taxon/info/6001101
Desmodesmus costato-granulatus	Species	(Skuja) Hegewald, 2000	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus costato-granulatus	Artsnavnebase 20170303	238846	Desmodesmus costato-granulatus	https://www.dyntaxa.se/taxon/info/238846
Desmodesmus denticulatus	Species	(Lagerheim, 1882) An, Friedl & Hegewald, 1999	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus denticulatus	Artsnavnebase 20170303	238847	Desmodesmus denticulatus	https://www.dyntaxa.se/taxon/info/238847
Desmodesmus dispar	Species	(Brébisson) Hegewald, 2000	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus dispar	Artsnavnebase 20170303	238848	Desmodesmus dispar	https://www.dyntaxa.se/taxon/info/238848
Desmodesmus hystrix	Species	(Lagerheim) Hegewald, 2000	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus hystrix	Artsnavnebase 20170303	238849	Desmodesmus hystrix	https://www.dyntaxa.se/taxon/info/238849
Desmodesmus intermedius	Species	(R. Chodat) Hegewald, 2000	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus intermedius	Artsnavnebase 20170303	238850	Desmodesmus intermedius	https://www.dyntaxa.se/taxon/info/238850
Desmodesmus lefevrei	Species	(Deflandre) An, Friedl & Hegewald, 1999	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus lefevrei	Artsnavnebase 20170303	238851	Desmodesmus lefevrei	https://www.dyntaxa.se/taxon/info/238851
Desmodesmus maximus	Species	(W. & G.S. West) Hegewald, 2000	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus maximus	Artsnavnebase 20170303	257483	Desmodesmus maximus	https://www.dyntaxa.se/taxon/info/257483
Desmodesmus opoliensis	Species	(P. Richter) Hegewald, 2000	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus opoliensis	Artsnavnebase 20170303	238853	Desmodesmus opoliensis	https://www.dyntaxa.se/taxon/info/238853
Desmodesmus opoliensis var. opoliensis	Variety		opoliensis	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus opoliensis var. opoliensis	Artsnavnebase 20170303	248646	Desmodesmus opoliensis var. opoliensis	https://www.dyntaxa.se/taxon/info/248646
Desmodesmus protuberans	Species	(Fritsch & Rich) Hegewald, 2000	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus protuberans	Artsnavnebase 20170303	238854	Desmodesmus protuberans	https://www.dyntaxa.se/taxon/info/238854
Desmodesmus serratus	Species	(Corda) An, Friedl & Hegewald, 1999	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus serratus	Artsnavnebase 20170303	238855	Desmodesmus serratus	https://www.dyntaxa.se/taxon/info/238855
Desmodesmus spinosus	Species	(R. Chodat) Hegewald, 2000	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus spinosus	Artsnavnebase 20170303	238856	Desmodesmus spinosus	https://www.dyntaxa.se/taxon/info/238856
Desmodesmus subspicatus	Species	(R. Chodat) Hegewald & A. Schmidt in Hegewald, 2000	Desmodesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Desmodesmus subspicatus	Artsnavnebase 20170303	238857	Desmodesmus subspicatus	https://www.dyntaxa.se/taxon/info/238857
Dicellula	Genus	Swirenko	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Dicellula	Artsnavnebase 20170303	1010760	Dicellula	https://www.dyntaxa.se/taxon/info/1010760
Dicellula geminata	Species	(Printz) Korshikov	Dicellula	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Dicellula geminata	Artsnavnebase 20170303	257087	Dicellula geminata	https://www.dyntaxa.se/taxon/info/257087
Dicellula planctonica	Species	Swirenko, 1926	Dicellula	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Dicellula planctonica	Artsnavnebase 20170303	238858	Dicellula planctonica	https://www.dyntaxa.se/taxon/info/238858
Didymocystis	Genus		Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Didymocystis	Artsnavnebase 20170303	1015208	Didymocystis	https://www.dyntaxa.se/taxon/info/1015208
Didymocystis bicellularis	Species	(Chodat) Komárek	Didymocystis	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Didymocystis bicellularis	Artsnavnebase 20170303			
Dimorphococcus	Genus	A. Braun	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Dimorphococcus	Artsnavnebase 20170303	1010782	Dimorphococcus	https://www.dyntaxa.se/taxon/info/1010782
Hariotina	Genus	Dangeard	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Hariotina	Artsnavnebase 20170303	6001148	Hariotina	https://www.dyntaxa.se/taxon/info/6001148
Hariotina polychorda	Species	(Korshikov) E.Hegewald	Hariotina	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Hariotina polychorda	Artsnavnebase 20170303			
Hofmania	Genus		Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Hofmania	Artsnavnebase 20170303	1015209	Hofmania	https://www.dyntaxa.se/taxon/info/1015209
Komarekia	Genus	Fott	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Komarekia	Artsnavnebase 20170303	1010748	Komarekia	https://www.dyntaxa.se/taxon/info/1010748
Komarekia appendiculata	Species	(Chodat) Fott	Komarekia	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Komarekia appendiculata	Artsnavnebase 20170303	238807	Komarekia appendiculata	https://www.dyntaxa.se/taxon/info/238807
Komarekia rotundata	Species	(Teiling) Fott	Komarekia	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Komarekia rotundata	Artsnavnebase 20170303	257447	Komarekia rotundata	https://www.dyntaxa.se/taxon/info/257447
Pseudotetrastrum	Genus	Korshikov ex Hindák	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Pseudotetrastrum	Artsnavnebase 20170303	1010765	Pseudotetrastrum	https://www.dyntaxa.se/taxon/info/1010765
Pseudotetrastrum punctatum	Species	(Schmidle) Hindák, 1977	Pseudotetrastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Pseudotetrastrum punctatum	Artsnavnebase 20170303	238865	Pseudotetrastrum punctatum	https://www.dyntaxa.se/taxon/info/238865
Scenedesmus	Genus	Meyen	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus	Artsnavnebase 20170303	1010749	Scenedesmus	https://www.dyntaxa.se/taxon/info/1010749
Scenedesmus aculeolatus	Species	Reinsch	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus aculeolatus	Artsnavnebase 20170303	238808	Scenedesmus aculeolatus	https://www.dyntaxa.se/taxon/info/238808
Scenedesmus acuminatus	Species	(Lagerheim) Chodat	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus acuminatus	Artsnavnebase 20170303			
Scenedesmus acutiformis	Species	Schröder	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus acutiformis	Artsnavnebase 20170303			
Scenedesmus acutus	Species	Meyen	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus acutus	Artsnavnebase 20170303			
Scenedesmus apiculatus	Species	(W. West & G.S. West) Chodat	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus apiculatus	Artsnavnebase 20170303	238811	Scenedesmus apiculatus	https://www.dyntaxa.se/taxon/info/238811
Scenedesmus arcuatus	Species	Lemmermann	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus arcuatus	Artsnavnebase 20170303			
Scenedesmus arcuatus var. arcuatus	Variety		arcuatus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus arcuatus var. arcuatus	Artsnavnebase 20170303			
Scenedesmus arcuatus var. platydiscus	Variety	G.M. Sm.	arcuatus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus arcuatus var. platydiscus	Artsnavnebase 20170303			
Scenedesmus bicaudatus	Species	(Hansgirg) Chodat	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus bicaudatus	Artsnavnebase 20170303	257456	Scenedesmus bicaudatus	https://www.dyntaxa.se/taxon/info/257456
Scenedesmus brasiliensis	Species	Bohlin	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus brasiliensis	Artsnavnebase 20170303			
Scenedesmus brevispina	Species	(G.M. Sm.) Chodat	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus brevispina	Artsnavnebase 20170303	257459	Scenedesmus brevispina	https://www.dyntaxa.se/taxon/info/257459
Scenedesmus carinatus	Species	(Lemmerm.) Chodat	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus carinatus	Artsnavnebase 20170303			
Scenedesmus caudato-aculeolatus	Species	R. Chodat, 1926	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus caudato-aculeolatus	Artsnavnebase 20170303	238813	Scenedesmus caudato-aculeolatus	https://www.dyntaxa.se/taxon/info/238813
