scientific_name	rank	author	parent	classification	source	dyntaxa_id	dyntaxa_scientific_name	dyntaxa_url
Diatoma mesodon	Species	(Ehrenb.) Kützi.	Diatoma	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Diatoma mesodon	Artsnavnebase 20170303	238024	Diatoma mesodon	https://www.dyntaxa.se/taxon/info/238024
Diatoma moniliformis	Species	Kütz.	Diatoma	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Diatoma moniliformis	Artsnavnebase 20170303	238025	Diatoma moniliformis	https://www.dyntaxa.se/taxon/info/238025
Diatoma problematica	Species	Lange-Bert.	Diatoma	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Diatoma problematica	Artsnavnebase 20170303	262530	Diatoma problematica	https://www.dyntaxa.se/taxon/info/262530
Diatoma tenuis	Species	C.Agardh	Diatoma	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Diatoma tenuis	Artsnavnebase 20170303	238026	Diatoma tenuis	https://www.dyntaxa.se/taxon/info/238026
Diatoma vulgaris	Species	Bory	Diatoma	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Diatoma vulgaris	Artsnavnebase 20170303	238027	Diatoma vulgaris	https://www.dyntaxa.se/taxon/info/238027
Diatoma vulgaris var. vulgaris	Variety	Bory	vulgaris	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Diatoma vulgaris var. vulgaris	Artsnavnebase 20170303	248645	Diatoma vulgaris var. vulgaris	https://www.dyntaxa.se/taxon/info/248645
Fossula	Genus	G.R. Hasle, E.E. Syvertsen & C.H. von Quillfeldt	Fragilariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fossula	Artsnavnebase 20170303	1010507	Fossula	https://www.dyntaxa.se/taxon/info/1010507
Fossula arctica	Species	Hasle, Syvertsen & von Quillfeldt, 1996	Fossula	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fossula arctica	Artsnavnebase 20170303	237980	Fossula arctica	https://www.dyntaxa.se/taxon/info/237980
Fragilaria	Genus	Lyngb.	Fragilariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria	Artsnavnebase 20170303	1010522	Fragilaria	https://www.dyntaxa.se/taxon/info/1010522
Fragilaria acidoclinata	Species	Lange-Bert. & Hoffmann	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria acidoclinata	Artsnavnebase 20170303	262668	Fragilaria acidoclinata	https://www.dyntaxa.se/taxon/info/262668
Fragilaria arcus	Species	(Ehrenb.) Cleve	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria arcus	Artsnavnebase 20170303			
Fragilaria arcus var. arcus	Variety	(Ehrenb.) Cleve	arcus	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria arcus var. arcus	Artsnavnebase 20170303	262670	Fragilaria arcus var. arcus	https://www.dyntaxa.se/taxon/info/262670
Fragilaria arcus var. recta	Variety	Cleve	arcus	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria arcus var. recta	Artsnavnebase 20170303	262671	Fragilaria arcus var. recta	https://www.dyntaxa.se/taxon/info/262671
Fragilaria berolinensis	Species	(Lemmermann) Lange-Bertalot	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria berolinensis	Artsnavnebase 20170303			
Fragilaria bicapitata	Species	Ant.Mayer	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria bicapitata	Artsnavnebase 20170303	262672	Fragilaria bicapitata	https://www.dyntaxa.se/taxon/info/262672
Fragilaria bidens	Species	Heiberg	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria bidens	Artsnavnebase 20170303	262673	Fragilaria bidens	https://www.dyntaxa.se/taxon/info/262673
Fragilaria capitellata	Species	(Grunow) J.B.Petersen	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria capitellata	Artsnavnebase 20170303	262674	Fragilaria capitellata	https://www.dyntaxa.se/taxon/info/262674
Fragilaria capucina	Species	Desm.	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria capucina	Artsnavnebase 20170303	262675	Fragilaria capucina	https://www.dyntaxa.se/taxon/info/262675
Fragilaria capucina var. capucina	Variety	Desm.	capucina	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria capucina var. capucina	Artsnavnebase 20170303	248644	Fragilaria capucina var. capucina	https://www.dyntaxa.se/taxon/info/248644
Fragilaria capucina var. distans	Variety	(Grunow) Lange-Bert.	capucina	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria capucina var. distans	Artsnavnebase 20170303			
Fragilaria capucina var. rumpens	Variety	(Kützing) Lange-Bertalot	capucina	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria capucina var. rumpens	Artsnavnebase 20170303			
Fragilaria capucina var. septentrionalis	Variety	(Østrup) Lange-Bert.	capucina	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria capucina var. septentrionalis	Artsnavnebase 20170303	262677	Fragilaria capucina var. septentrionalis	https://www.dyntaxa.se/taxon/info/262677
Fragilaria capucina var. vaucheriae	Variety	(Kütz.) Lange-Bert.	capucina	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria capucina var. vaucheriae	Artsnavnebase 20170303	256815	Fragilaria capucina var. vaucheriae	https://www.dyntaxa.se/taxon/info/256815
Fragilaria cassubica	Species	Witkowski & Lange-Bert.	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria cassubica	Artsnavnebase 20170303	262678	Fragilaria cassubica	https://www.dyntaxa.se/taxon/info/262678
Fragilaria crotonensis	Species	Kitton	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria crotonensis	Artsnavnebase 20170303	238014	Fragilaria crotonensis	https://www.dyntaxa.se/taxon/info/238014
Fragilaria delicatissima	Species	(W.Sm.) Lange-Bert.	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria delicatissima	Artsnavnebase 20170303	256820	Fragilaria delicatissima	https://www.dyntaxa.se/taxon/info/256820
Fragilaria delidatissima	Species	(W.Sm.) Lange-Bert.	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria delidatissima	Artsnavnebase 20170303			
Fragilaria famelica	Species	(Kütz.) Lange-Bert.	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria famelica	Artsnavnebase 20170303	262679	Fragilaria famelica	https://www.dyntaxa.se/taxon/info/262679
Fragilaria famelica var. famelica	Variety	(Kütz.) Lange-Bert.	famelica	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria famelica var. famelica	Artsnavnebase 20170303	262680	Fragilaria famelica var. famelica	https://www.dyntaxa.se/taxon/info/262680
Fragilaria famelica var. littoralis	Variety	(Germain) Lange-Bert.	famelica	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria famelica var. littoralis	Artsnavnebase 20170303			
Fragilaria gracilis	Species	Østrup	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria gracilis	Artsnavnebase 20170303	262682	Fragilaria gracilis	https://www.dyntaxa.se/taxon/info/262682
Fragilaria heidenii	Species	Østrup	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria heidenii	Artsnavnebase 20170303	238015	Fragilaria heidenii	https://www.dyntaxa.se/taxon/info/238015
Fragilaria hyalina	Species	(Kütz.) Grunow	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria hyalina	Artsnavnebase 20170303	238016	Fragilaria hyalina	https://www.dyntaxa.se/taxon/info/238016
Fragilaria istvanffyi	Species	Pant.	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria istvanffyi	Artsnavnebase 20170303	238017	Fragilaria istvanffyi	https://www.dyntaxa.se/taxon/info/238017
Fragilaria mesolepta	Species	Rabenh.	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria mesolepta	Artsnavnebase 20170303	262683	Fragilaria mesolepta	https://www.dyntaxa.se/taxon/info/262683
Fragilaria nanana	Species	Lange-Bert.	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria nanana	Artsnavnebase 20170303	238004	Fragilaria nanana	https://www.dyntaxa.se/taxon/info/238004
Fragilaria nanoides	Species	Lange-Bert.	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria nanoides	Artsnavnebase 20170303	262686	Fragilaria nanoides	https://www.dyntaxa.se/taxon/info/262686
Fragilaria neoproducta	Species	Lange-Bert.	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria neoproducta	Artsnavnebase 20170303	262687	Fragilaria neoproducta	https://www.dyntaxa.se/taxon/info/262687
Fragilaria nitzschioides	Species	Grunow in Van Heurck	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria nitzschioides	Artsnavnebase 20170303	238018	Fragilaria nitzschioides	https://www.dyntaxa.se/taxon/info/238018
Fragilaria oldenburgioides	Species	Lange-Bert.	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria oldenburgioides	Artsnavnebase 20170303	262688	Fragilaria oldenburgioides	https://www.dyntaxa.se/taxon/info/262688
Fragilaria perminuta	Species	(Grunow) Lange-Bert.	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria perminuta	Artsnavnebase 20170303	262689	Fragilaria perminuta	https://www.dyntaxa.se/taxon/info/262689
Fragilaria pinnata	Species	Ehrenb.	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria pinnata	Artsnavnebase 20170303			
Fragilaria polonica	Species	Witak & Lange-Bert. in Witkowski, Lange-Bert. & Witak	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria polonica	Artsnavnebase 20170303	262690	Fragilaria polonica	https://www.dyntaxa.se/taxon/info/262690
Fragilaria quadrata	Species	(Hust.) Lange-Bert. & Metzeltin	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria quadrata	Artsnavnebase 20170303	262691	Fragilaria quadrata	https://www.dyntaxa.se/taxon/info/262691
Fragilaria radians	Species	(Kützing) D.M. Williams & Round	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria radians	Artsnavnebase 20170303			
Fragilaria spinarum	Species	Lange-Bert. & Metzeltin	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria spinarum	Artsnavnebase 20170303	262693	Fragilaria spinarum	https://www.dyntaxa.se/taxon/info/262693
Fragilaria striatula	Species	Lyngbye	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria striatula	Artsnavnebase 20170303	238019	Fragilaria striatula	https://www.dyntaxa.se/taxon/info/238019
Fragilaria tenera	Species	(W.Sm.) Lange-Bert.	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria tenera	Artsnavnebase 20170303	256821	Fragilaria tenera	https://www.dyntaxa.se/taxon/info/256821
Fragilaria vaucheriae	Species	(Kütz.) J.B.Petersen	Fragilaria	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilaria vaucheriae	Artsnavnebase 20170303	238020	Fragilaria vaucheriae	https://www.dyntaxa.se/taxon/info/238020
Fragilariforma	Genus	D.M.Williams & Round	Fragilariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilariforma	Artsnavnebase 20170303	1010517	Fragilariforma	https://www.dyntaxa.se/taxon/info/1010517
Fragilariforma constricta	Species	(Ehrenb.) D.M.Williams & Round	Fragilariforma	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilariforma constricta	Artsnavnebase 20170303	262695	Fragilariforma constricta	https://www.dyntaxa.se/taxon/info/262695
Fragilariforma lata	Species	(Cleve-Euler) D.M.Williams & Round	Fragilariforma	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilariforma lata	Artsnavnebase 20170303	262696	Fragilariforma lata	https://www.dyntaxa.se/taxon/info/262696
Fragilariforma virescens	Species	(Ralfs) D.M. Williams & Round	Fragilariforma	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Fragilariforma virescens	Artsnavnebase 20170303			
Grammonema	Genus	C.Agardh	Fragilariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Grammonema	Artsnavnebase 20170303	1016201	Grammonema	https://www.dyntaxa.se/taxon/info/1016201
Grammonema striatulum	Species	(Lyngb.) C.Agardh	Grammonema	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Grammonema striatulum	Artsnavnebase 20170303	263254	Grammonema striatulum	https://www.dyntaxa.se/taxon/info/263254
Hannaea	Genus	R. Patrick	Fragilariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Hannaea	Artsnavnebase 20170303	1010516	Hannaea	https://www.dyntaxa.se/taxon/info/1010516
Hannaea arcus	Species	(Ehrenb.) R.M.Patrick	Hannaea	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Hannaea arcus	Artsnavnebase 20170303	237994	Hannaea arcus	https://www.dyntaxa.se/taxon/info/237994
Martyana	Genus	F.E. Round	Fragilariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Martyana	Artsnavnebase 20170303	1010515	Martyana	https://www.dyntaxa.se/taxon/info/1010515
Martyana atomus	Species	(Hustedt) Snoeijs, 1991	Martyana	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Martyana atomus	Artsnavnebase 20170303	237991	Martyana atomus	https://www.dyntaxa.se/taxon/info/237991
Martyana martyi	Species	(Héribaud) Round in Round et al., 1990	Martyana	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Martyana martyi	Artsnavnebase 20170303	237992	Martyana martyi	https://www.dyntaxa.se/taxon/info/237992
Martyana schulzii	Species	(Brockmann) Snoeijs, 1991	Martyana	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Martyana schulzii	Artsnavnebase 20170303	237993	Martyana schulzii	https://www.dyntaxa.se/taxon/info/237993
Meridion	Genus	C.Agardh	Fragilariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Meridion	Artsnavnebase 20170303	1010521	Meridion	https://www.dyntaxa.se/taxon/info/1010521
Meridion circulare	Species	(Grev.) C.Agardh	Meridion	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Meridion circulare	Artsnavnebase 20170303	238011	Meridion circulare	https://www.dyntaxa.se/taxon/info/238011
Meridion circulare var. circulare	Variety	(Grev.) C.Agardh	circulare	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Meridion circulare var. circulare	Artsnavnebase 20170303	248637	Meridion circulare var. circulare	https://www.dyntaxa.se/taxon/info/248637
Meridion circulare var. constrictum	Variety	(Ralfs) Van Heurck	circulare	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Meridion circulare var. constrictum	Artsnavnebase 20170303	262849	Meridion circulare var. constrictum	https://www.dyntaxa.se/taxon/info/262849
Neosynedra	Genus	D. M. Williams et F. E. Round	Fragilariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Neosynedra	Artsnavnebase 20170303	1010508	Neosynedra	https://www.dyntaxa.se/taxon/info/1010508
Neosynedra provincialis	Species	(Grunow) Williams & Round, 1986	Neosynedra	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Neosynedra provincialis	Artsnavnebase 20170303	237981	Neosynedra provincialis	https://www.dyntaxa.se/taxon/info/237981
Opephora	Genus	P. Petit	Fragilariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Opephora	Artsnavnebase 20170303	1010520	Opephora	https://www.dyntaxa.se/taxon/info/1010520
Opephora marina	Species	(Gregory) Petit, 1888	Opephora	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Opephora marina	Artsnavnebase 20170303	238009	Opephora marina	https://www.dyntaxa.se/taxon/info/238009
Opephora mutabilis	Species	(Grunow) Sabbe & Vyverman, 1995	Opephora	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Opephora mutabilis	Artsnavnebase 20170303	6006591	Opephora mutabilis	https://www.dyntaxa.se/taxon/info/6006591
Pseudostaurosira	Genus	D.M.Williams & Round	Fragilariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Pseudostaurosira	Artsnavnebase 20170303	1010514	Pseudostaurosira	https://www.dyntaxa.se/taxon/info/1010514
Pseudostaurosira brevistriata	Species	(Grunow) D.M.Williams & Round	Pseudostaurosira	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Pseudostaurosira brevistriata	Artsnavnebase 20170303			
Pseudostaurosira elliptica	Species	(Schum.) Edlund, E.Morales & S.Spauld.	Pseudostaurosira	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Pseudostaurosira elliptica	Artsnavnebase 20170303	262856	Pseudostaurosira elliptica	https://www.dyntaxa.se/taxon/info/262856
Pseudostaurosira parasitica	Species	(W.Sm.) E.Morales	Pseudostaurosira	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Pseudostaurosira parasitica	Artsnavnebase 20170303	238005	Pseudostaurosira parasitica	https://www.dyntaxa.se/taxon/info/238005
Pseudostaurosira parasitica var. parasitica	Variety	(W.Sm.) E.Morales	parasitica	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Pseudostaurosira parasitica var. parasitica	Artsnavnebase 20170303	262854	Pseudostaurosira parasitica var. parasitica	https://www.dyntaxa.se/taxon/info/262854
Pseudostaurosira parasitica var. subconstricta	Variety	(Grunow) E.Morales	parasitica	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Pseudostaurosira parasitica var. subconstricta	Artsnavnebase 20170303	262855	Pseudostaurosira parasitica var. subconstricta	https://www.dyntaxa.se/taxon/info/262855
Pseudostaurosira subsalina	Species	(Hust.) E.Morales	Pseudostaurosira	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Pseudostaurosira subsalina	Artsnavnebase 20170303	262852	Pseudostaurosira subsalina	https://www.dyntaxa.se/taxon/info/262852
Stauroforma	Genus	Flower, V.J.Jones & Round	Fragilariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Stauroforma	Artsnavnebase 20170303	1016160	Stauroforma	https://www.dyntaxa.se/taxon/info/1016160
Stauroforma exiguiformis	Species	(Lange-Bert.) Flower, V.J.Jones & Round	Stauroforma	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Stauroforma exiguiformis	Artsnavnebase 20170303	262788	Stauroforma exiguiformis	https://www.dyntaxa.se/taxon/info/262788
Staurosira	Genus	Ehrenb.	Fragilariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosira	Artsnavnebase 20170303	1010513	Staurosira	https://www.dyntaxa.se/taxon/info/1010513
Staurosira alpestris	Species	(Krasske ex Hust.) Van de Vijver	Staurosira	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosira alpestris	Artsnavnebase 20170303	238012	Staurosira alpestris	https://www.dyntaxa.se/taxon/info/238012
Staurosira berolinensis	Species	(Lemmerm.) Lange-Bert.	Staurosira	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosira berolinensis	Artsnavnebase 20170303	262708	Staurosira berolinensis	https://www.dyntaxa.se/taxon/info/262708
Staurosira construens	Species	Ehrenb.	Staurosira	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosira construens	Artsnavnebase 20170303	237989	Staurosira construens	https://www.dyntaxa.se/taxon/info/237989
Staurosira construens var. binodis	Variety	(Ehrenb.) P.B.Ham.	construens	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosira construens var. binodis	Artsnavnebase 20170303			
Staurosira construens var. construens	Variety		construens	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosira construens var. construens	Artsnavnebase 20170303	248621	Staurosira construens var. construens	https://www.dyntaxa.se/taxon/info/248621
Staurosira construens var. exigua	Variety	(W. Sm.) H.Kobayasi	construens	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosira construens var. exigua	Artsnavnebase 20170303	262706	Staurosira construens var. exigua	https://www.dyntaxa.se/taxon/info/262706
Staurosira lapponica	Species	(Grunow) Lange-Bert.	Staurosira	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosira lapponica	Artsnavnebase 20170303	237986	Staurosira lapponica	https://www.dyntaxa.se/taxon/info/237986
Staurosira leptostauron	Species		Staurosira	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosira leptostauron	Artsnavnebase 20170303			
Staurosira leptostauron var. dubia	Variety	(Grunow) Bukht.	leptostauron	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosira leptostauron var. dubia	Artsnavnebase 20170303	262633	Staurosira leptostauron var. dubia	https://www.dyntaxa.se/taxon/info/262633
Staurosira oldenburgiana	Species	(Hust.) Lange-Bert.	Staurosira	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosira oldenburgiana	Artsnavnebase 20170303	262463	Staurosira oldenburgiana	https://www.dyntaxa.se/taxon/info/262463
Staurosira opacolineata	Species	(Lange-Bert.) Witon, Lange-Bert. & Witkowski	Staurosira	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosira opacolineata	Artsnavnebase 20170303	262462	Staurosira opacolineata	https://www.dyntaxa.se/taxon/info/262462
Staurosira pseudoconstruens	Species	(Marciniak) Lange-Bert.	Staurosira	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosira pseudoconstruens	Artsnavnebase 20170303	262461	Staurosira pseudoconstruens	https://www.dyntaxa.se/taxon/info/262461
Staurosira robusta	Species	(Fusey) Lange-Bert.	Staurosira	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosira robusta	Artsnavnebase 20170303	262453	Staurosira robusta	https://www.dyntaxa.se/taxon/info/262453
Staurosira venter	Species	(Ehrenb.) Cleve & J.D.Möller	Staurosira	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosira venter	Artsnavnebase 20170303	248619	Staurosira venter	https://www.dyntaxa.se/taxon/info/248619
Staurosirella	Genus	D.M.Wiliams & Round	Fragilariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosirella	Artsnavnebase 20170303	1010512	Staurosirella	https://www.dyntaxa.se/taxon/info/1010512
Staurosirella leptostauron	Species	(Ehrenb.) D.M.Williams & Round	Staurosirella	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosirella leptostauron	Artsnavnebase 20170303			
Staurosirella leptostauron var. dubia	Variety	(Grunow) Bukht.	leptostauron	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosirella leptostauron var. dubia	Artsnavnebase 20170303			
Staurosirella pinnata	Species	(Ehrenb.) D.M.Williams & Round	Staurosirella	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosirella pinnata	Artsnavnebase 20170303	237988	Staurosirella pinnata	https://www.dyntaxa.se/taxon/info/237988
Staurosirella pinnata var. intercedens	Variety	(Grunow) P.B.Ham.	pinnata	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Staurosirella pinnata var. intercedens	Artsnavnebase 20170303	262421	Staurosirella pinnata var. intercedens	https://www.dyntaxa.se/taxon/info/262421
Synedra	Genus	Ehrenberg	Fragilariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Synedra	Artsnavnebase 20170303	1010519	Synedra	https://www.dyntaxa.se/taxon/info/1010519
Synedra actinastroides	Species	Lemmermann	Synedra	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Synedra actinastroides	Artsnavnebase 20170303			
Synedra capitata	Species	Ehrenberg, 1836	Synedra	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Synedra capitata	Artsnavnebase 20170303	238003	Synedra capitata	https://www.dyntaxa.se/taxon/info/238003
Synedra nana	Species	F. Meister, 1912	Synedra	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Synedra nana	Artsnavnebase 20170303			
Synedra tenera	Species	W. Sm.	Synedra	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Synedra tenera	Artsnavnebase 20170303			
Synedra toxoneides	Species	Castracane, 1880	Synedra	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Synedra toxoneides	Artsnavnebase 20170303	238006	Synedra toxoneides	https://www.dyntaxa.se/taxon/info/238006
Synedra utermoehlii	Species	Hustedt, 1932	Synedra	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Synedra utermoehlii	Artsnavnebase 20170303	238008	Synedra utermoehlii	https://www.dyntaxa.se/taxon/info/238008
Synedropsis	Genus	Hasle, Medlin & Syvertsen	Fragilariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Synedropsis	Artsnavnebase 20170303	1010506	Synedropsis	https://www.dyntaxa.se/taxon/info/1010506
Synedropsis hyperborea	Species	(Grunow) Hasle, Medlin & Syvertsen, 1994	Synedropsis	Chromista - Bacillariophyta - Bacillariophyceae - Fragilariales - Fragilariaceae - Synedropsis hyperborea	Artsnavnebase 20170303	237979	Synedropsis hyperborea	https://www.dyntaxa.se/taxon/info/237979
