kingdom	phylum	class_name	order	family	genus	species	subspecies	variety	forma	author	status	status-2	nomac_scientific_name	nomac_rank	nomac_parent	nomac_classification
Chromista	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	polyacanthus					Gyldig	Ingen_bistatus	Coscinodiscus polyacanthus	Species	Coscinodiscus	Chromista - Bacillariophyta - Coscinodiscophyceae - Coscinodiscales - Coscinodiscaceae - Coscinodiscus polyacanthus
Chromista	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	apiculatus				Ehrenberg, 1844	Gyldig	Ingen_bistatus	Coscinodiscus apiculatus	Species	Coscinodiscus	Chromista - Bacillariophyta - Coscinodiscophyceae - Coscinodiscales - Coscinodiscaceae - Coscinodiscus apiculatus
Chromista	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	argus				Ehrenberg, 1839	Gyldig	Ingen_bistatus	Coscinodiscus argus	Species	Coscinodiscus	Chromista - Bacillariophyta - Coscinodiscophyceae - Coscinodiscales - Coscinodiscaceae - Coscinodiscus argus
Chromista	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	commutatus				Grunow, 1884	Gyldig	Ingen_bistatus	Coscinodiscus commutatus	Species	Coscinodiscus	Chromista - Bacillariophyta - Coscinodiscophyceae - Coscinodiscales - Coscinodiscaceae - Coscinodiscus commutatus
Chromista	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	divisus				Grunow in Schneider, 1878	Gyldig	Ingen_bistatus	Coscinodiscus divisus	Species	Coscinodiscus	Chromista - Bacillariophyta - Coscinodiscophyceae - Coscinodiscales - Coscinodiscaceae - Coscinodiscus divisus
Chromista	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	granulosus				(Grunow) Grunow in Cleve & Grunow, 1880	Gyldig	Ingen_bistatus	Coscinodiscus granulosus	Species	Coscinodiscus	Chromista - Bacillariophyta - Coscinodiscophyceae - Coscinodiscales - Coscinodiscaceae - Coscinodiscus granulosus
Chromista	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	jonesianus				(Greville) Ostenfeld, 1915	Gyldig	Ingen_bistatus	Coscinodiscus jonesianus	Species	Coscinodiscus	Chromista - Bacillariophyta - Coscinodiscophyceae - Coscinodiscales - Coscinodiscaceae - Coscinodiscus jonesianus
Chromista	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	lacustris				Grunow	Gyldig	Ingen_bistatus	Coscinodiscus lacustris	Species	Coscinodiscus	Chromista - Bacillariophyta - Coscinodiscophyceae - Coscinodiscales - Coscinodiscaceae - Coscinodiscus lacustris
Chromista	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	marginatus				Ehrenberg, 1841 (1843, 1844)	Gyldig	Ingen_bistatus	Coscinodiscus marginatus	Species	Coscinodiscus	Chromista - Bacillariophyta - Coscinodiscophyceae - Coscinodiscales - Coscinodiscaceae - Coscinodiscus marginatus
Chromista	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	obscurus				A. Schmidt, 1878	Gyldig	Ingen_bistatus	Coscinodiscus obscurus	Species	Coscinodiscus	Chromista - Bacillariophyta - Coscinodiscophyceae - Coscinodiscales - Coscinodiscaceae - Coscinodiscus obscurus
Chromista	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	perforatus				Ehrenberg, 1844	Gyldig	Ingen_bistatus	Coscinodiscus perforatus	Species	Coscinodiscus	Chromista - Bacillariophyta - Coscinodiscophyceae - Coscinodiscales - Coscinodiscaceae - Coscinodiscus perforatus
Chromista	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	subbulliens				E. Jørgensen, 1905	Gyldig	Ingen_bistatus	Coscinodiscus subbulliens	Species	Coscinodiscus	Chromista - Bacillariophyta - Coscinodiscophyceae - Coscinodiscales - Coscinodiscaceae - Coscinodiscus subbulliens
Chromista	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Aulacodiscaceae	Aulacodiscus					C. G. Ehrenberg	Gyldig	Ingen_bistatus	Aulacodiscus	Genus	Aulacodiscaceae	Chromista - Bacillariophyta - Coscinodiscophyceae - Coscinodiscales - Aulacodiscaceae - Aulacodiscus
Chromista	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Aulacodiscaceae	Tripodiscus						Gyldig	Ingen_bistatus	Tripodiscus	Genus	Aulacodiscaceae	Chromista - Bacillariophyta - Coscinodiscophyceae - Coscinodiscales - Aulacodiscaceae - Tripodiscus
Chromista	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Aulacodiscaceae	Aulacodiscus	argus				(Ehrenberg) A. Schmidt, 1886	Gyldig	Ingen_bistatus	Aulacodiscus argus	Species	Aulacodiscus	Chromista - Bacillariophyta - Coscinodiscophyceae - Coscinodiscales - Aulacodiscaceae - Aulacodiscus argus
Chromista	Bacillariophyta	Coscinodiscophyceae	Corethrales	Corethraceae						Lebour	Gyldig	Ingen_bistatus	Corethraceae	Family	Corethrales	Chromista - Bacillariophyta - Coscinodiscophyceae - Corethrales - Corethraceae
Chromista	Bacillariophyta	Coscinodiscophyceae	Corethrales	Corethraceae	Corethron					Castracane	Gyldig	Ingen_bistatus	Corethron	Genus	Corethraceae	Chromista - Bacillariophyta - Coscinodiscophyceae - Corethrales - Corethraceae - Corethron
Chromista	Bacillariophyta	Coscinodiscophyceae	Corethrales	Corethraceae	Corethron	criophilum				Castracane, 1886	Gyldig	Ingen_bistatus	Corethron criophilum	Species	Corethron	Chromista - Bacillariophyta - Coscinodiscophyceae - Corethrales - Corethraceae - Corethron criophilum
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae						R.M.Crawford	Gyldig	Ingen_bistatus	Aulacoseiraceae	Family	Aulacoseirales	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira					Thwaites	Gyldig	Ingen_bistatus	Aulacoseira	Genus	Aulacoseiraceae	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	alpigena				(Grunow) Krammer	Gyldig	Ingen_bistatus	Aulacoseira alpigena	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira alpigena
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	ambigua				(Grunow) Simonsen	Gyldig	Ingen_bistatus	Aulacoseira ambigua	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira ambigua
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	distans				(Ehrenb.) Simonsen	Gyldig	Ingen_bistatus	Aulacoseira distans	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira distans
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata				(Ehrenb.) Simonsen	Gyldig	Ingen_bistatus	Aulacoseira granulata	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira granulata
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	islandica				(O.Müll.) Simonsen	Gyldig	Ingen_bistatus	Aulacoseira islandica	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira islandica
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	italica				(Ehrenb.) Simonsen	Gyldig	Ingen_bistatus	Aulacoseira italica	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira italica
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	tenella				(Nygaard) Simonsen	Gyldig	Ingen_bistatus	Aulacoseira tenella	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira tenella
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	crenulata				(Ehrenb.) Thwaites	Gyldig	Ingen_bistatus	Aulacoseira crenulata	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira crenulata
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	lacustris				(Grunow) Krammer	Gyldig	Ingen_bistatus	Aulacoseira lacustris	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira lacustris
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	lirata				(Ehrenberg) R.Ross in Hartley	Gyldig	Ingen_bistatus	Aulacoseira lirata	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira lirata
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	muzzanensis				(Meister) Krammer	Gyldig	Ingen_bistatus	Aulacoseira muzzanensis	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira muzzanensis
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	perglabra				(Østrup) Haworth	Gyldig	Ingen_bistatus	Aulacoseira perglabra	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira perglabra
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	pfaffiana				(Reinsch) Krammer	Gyldig	Ingen_bistatus	Aulacoseira pfaffiana	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira pfaffiana
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	pseudodistans				Lange-Bert. in ms	Gyldig	Ingen_bistatus	Aulacoseira pseudodistans	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira pseudodistans
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	pseudoperglabra				Lange-Bert.	Gyldig	Ingen_bistatus	Aulacoseira pseudoperglabra	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira pseudoperglabra
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	tenuistriata				Lange-Bert. in ms	Gyldig	Ingen_bistatus	Aulacoseira tenuistriata	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira tenuistriata
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	valida				(Grunow) Krammer	Gyldig	Ingen_bistatus	Aulacoseira valida	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira valida
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	subborealis				(Nygaard) L.Denys, K.Muylaert, & Krammer	Gyldig	Ingen_bistatus	Aulacoseira subborealis	Species	Aulacoseira	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira subborealis
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	italica		tenuissima		(Grunow) Simonsen	Gyldig	Ingen_bistatus	Aulacoseira italica var. tenuissima	Variety	italica	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira italica var. tenuissima
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	italica	subarctica			(O.F.Müll.) Simonsen	Gyldig	Ingen_bistatus	Aulacoseira italica spp. subarctica	Subspecies	italica	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira italica spp. subarctica
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	islandica	helvetica			(O.Müller) Simonsen	Gyldig	Ingen_bistatus	Aulacoseira islandica spp. helvetica	Subspecies	islandica	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira islandica spp. helvetica
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	islandica	islandica			(O.Müll.) Simonsen	Gyldig	Ingen_bistatus	Aulacoseira islandica spp. islandica	Subspecies	islandica	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira islandica spp. islandica
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	islandica		vaernensis		Cleve-Euler	Gyldig	Ingen_bistatus	Aulacoseira islandica var. vaernensis	Variety	islandica	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira islandica var. vaernensis
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata		angustissima		(O.Müller) Simonsen	Gyldig	Ingen_bistatus	Aulacoseira granulata var. angustissima	Variety	granulata	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira granulata var. angustissima
Chromista	Bacillariophyta	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata		granulata		(Ehrenb.) Simonsen	Gyldig	Ingen_bistatus	Aulacoseira granulata var. granulata	Variety	granulata	Chromista - Bacillariophyta - Coscinodiscophyceae - Aulacoseirales - Aulacoseiraceae - Aulacoseira granulata var. granulata
Chromista	Bacillariophyta	Coscinodiscophyceae	Asterolamprales	Asterolampraceae						H.L.Smith	Gyldig	Ingen_bistatus	Asterolampraceae	Family	Asterolamprales	Chromista - Bacillariophyta - Coscinodiscophyceae - Asterolamprales - Asterolampraceae
Chromista	Bacillariophyta	Coscinodiscophyceae	Asterolamprales	Asterolampraceae	Asteromphalus					Ehrenb.	Gyldig	Ingen_bistatus	Asteromphalus	Genus	Asterolampraceae	Chromista - Bacillariophyta - Coscinodiscophyceae - Asterolamprales - Asterolampraceae - Asteromphalus
Chromista	Bacillariophyta	Coscinodiscophyceae	Asterolamprales	Asterolampraceae	Asteromphalus	hyalinus				Karsten, 1905	Gyldig	Ingen_bistatus	Asteromphalus hyalinus	Species	Asteromphalus	Chromista - Bacillariophyta - Coscinodiscophyceae - Asterolamprales - Asterolampraceae - Asteromphalus hyalinus
Chromista	Bacillariophyta	Coscinodiscophyceae	Asterolamprales	Asterolampraceae	Asteromphalus	heptactis				(Brébisson) Ralfs in Pritchard, 1861	Gyldig	Ingen_bistatus	Asteromphalus heptactis	Species	Asteromphalus	Chromista - Bacillariophyta - Coscinodiscophyceae - Asterolamprales - Asterolampraceae - Asteromphalus heptactis
Chromista	Bacillariophyta	Coscinodiscophyceae	Asterolamprales	Asterolampraceae	Asteromphalus	hookeri				Ehrenberg, 1844	Gyldig	Ingen_bistatus	Asteromphalus hookeri	Species	Asteromphalus	Chromista - Bacillariophyta - Coscinodiscophyceae - Asterolamprales - Asterolampraceae - Asteromphalus hookeri
Chromista	Ochrophyta	Bolidophyceae								L.Guillou & Chrét.-Dinet	Gyldig	Ingen_bistatus	Bolidophyceae	Class	Ochrophyta	Chromista - Ochrophyta - Bolidophyceae
Chromista	Ochrophyta	Eustigmatophyceae								D.J.Hibberd & Leedale	Gyldig	Ingen_bistatus	Eustigmatophyceae	Class	Ochrophyta	Chromista - Ochrophyta - Eustigmatophyceae
Chromista	Ochrophyta	Pelagophyceae								R.A.Andersen & G.W.Saunders	Gyldig	Ingen_bistatus	Pelagophyceae	Class	Ochrophyta	Chromista - Ochrophyta - Pelagophyceae
Chromista	Ochrophyta	Raphidophyceae								M.Chadefaud ex P.C.Silva	Gyldig	Ingen_bistatus	Raphidophyceae	Class	Ochrophyta	Chromista - Ochrophyta - Raphidophyceae
Chromista	Ochrophyta	Bodonophyceae								P.C.Silva	Gyldig	Ingen_bistatus	Bodonophyceae	Class	Ochrophyta	Chromista - Ochrophyta - Bodonophyceae
Chromista	Ochrophyta	Chrysophyceae								Pascher	Gyldig	Ingen_bistatus	Chrysophyceae	Class	Ochrophyta	Chromista - Ochrophyta - Chrysophyceae
Chromista	Ochrophyta	Dictyochophyceae								P.C.Silva	Gyldig	Ingen_bistatus	Dictyochophyceae	Class	Ochrophyta	Chromista - Ochrophyta - Dictyochophyceae
Chromista	Ochrophyta	Hexamitophyceae									Gyldig	Ingen_bistatus	Hexamitophyceae	Class	Ochrophyta	Chromista - Ochrophyta - Hexamitophyceae
Chromista	Ochrophyta	Phaeophyceae								Kjellm.	Gyldig	Ingen_bistatus	Phaeophyceae	Class	Ochrophyta	Chromista - Ochrophyta - Phaeophyceae
Chromista	Ochrophyta	Phaeothamniophyceae								R.A.Andersen & J.C.Bailey	Gyldig	Ingen_bistatus	Phaeothamniophyceae	Class	Ochrophyta	Chromista - Ochrophyta - Phaeothamniophyceae
Chromista	Ochrophyta	Pinguiophyceae									Gyldig	Ingen_bistatus	Pinguiophyceae	Class	Ochrophyta	Chromista - Ochrophyta - Pinguiophyceae
Chromista	Ochrophyta	Synurophyceae								R.A.Andersen	Gyldig	Ingen_bistatus	Synurophyceae	Class	Ochrophyta	Chromista - Ochrophyta - Synurophyceae
Chromista	Ochrophyta	Xanthophyceae								P.Allorge ex F.E.Fritsch	Gyldig	Ingen_bistatus	Xanthophyceae	Class	Ochrophyta	Chromista - Ochrophyta - Xanthophyceae
Chromista	Ochrophyta	Incertae sedis									Gyldig	Ingen_bistatus	Incertae sedis	Class	Ochrophyta	Chromista - Ochrophyta - Incertae sedis
Chromista	Ochrophyta	Bikosea								A.R.Loeblich III & L.A.Loeblich	Gyldig	Ingen_bistatus	Bikosea	Class	Ochrophyta	Chromista - Ochrophyta - Bikosea
Chromista	Ochrophyta	Bikosea	Bicosoecales								Gyldig	Ingen_bistatus	Bicosoecales	Order	Bikosea	Chromista - Ochrophyta - Bikosea - Bicosoecales
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae						Haeckel	Gyldig	Ingen_bistatus	Bicosoecaceae	Family	Bicosoecales	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae
Chromista	Ochrophyta	Bikosea	Bicosoecales	Cafeteriaceae						Moestrup	Gyldig	Ingen_bistatus	Cafeteriaceae	Family	Bicosoecales	Chromista - Ochrophyta - Bikosea - Bicosoecales - Cafeteriaceae
Chromista	Ochrophyta	Bikosea	Bicosoecales	Siluaniaceae							Gyldig	Ingen_bistatus	Siluaniaceae	Family	Bicosoecales	Chromista - Ochrophyta - Bikosea - Bicosoecales - Siluaniaceae
Chromista	Ochrophyta	Bikosea	Bicosoecales	Siluaniaceae	Caecitellus					D.J. Patterson, K. Nygaard, G. Steinberg & Turley	Gyldig	Ingen_bistatus	Caecitellus	Genus	Siluaniaceae	Chromista - Ochrophyta - Bikosea - Bicosoecales - Siluaniaceae - Caecitellus
Chromista	Ochrophyta	Bikosea	Bicosoecales	Siluaniaceae	Caecitellus	parvulus				(Grissmann) Patterson et al., 1993	Gyldig	Ingen_bistatus	Caecitellus parvulus	Species	Caecitellus	Chromista - Ochrophyta - Bikosea - Bicosoecales - Siluaniaceae - Caecitellus parvulus
Chromista	Ochrophyta	Bikosea	Bicosoecales	Cafeteriaceae	Cafeteria					T. Fenchel & D.J. Patterson	Gyldig	Ingen_bistatus	Cafeteria	Genus	Cafeteriaceae	Chromista - Ochrophyta - Bikosea - Bicosoecales - Cafeteriaceae - Cafeteria
Chromista	Ochrophyta	Bikosea	Bicosoecales	Cafeteriaceae	Discocelis					Vørs	Gyldig	Ingen_bistatus	Discocelis	Genus	Cafeteriaceae	Chromista - Ochrophyta - Bikosea - Bicosoecales - Cafeteriaceae - Discocelis
Chromista	Ochrophyta	Bikosea	Bicosoecales	Cafeteriaceae	Pseudobodo					Greissmann	Gyldig	Ingen_bistatus	Pseudobodo	Genus	Cafeteriaceae	Chromista - Ochrophyta - Bikosea - Bicosoecales - Cafeteriaceae - Pseudobodo
Chromista	Ochrophyta	Bikosea	Bicosoecales	Cafeteriaceae	Pseudobodo	tremulans				Griessmann, 1913	Gyldig	Ingen_bistatus	Pseudobodo tremulans	Species	Pseudobodo	Chromista - Ochrophyta - Bikosea - Bicosoecales - Cafeteriaceae - Pseudobodo tremulans
Chromista	Ochrophyta	Bikosea	Bicosoecales	Cafeteriaceae	Discocelis	saleuta				Vørs, 1988	Gyldig	Ingen_bistatus	Discocelis saleuta	Species	Discocelis	Chromista - Ochrophyta - Bikosea - Bicosoecales - Cafeteriaceae - Discocelis saleuta
Chromista	Ochrophyta	Bikosea	Bicosoecales	Cafeteriaceae	Cafeteria	minuta				(Ruinen) Larsen & Patterson	Gyldig	Ingen_bistatus	Cafeteria minuta	Species	Cafeteria	Chromista - Ochrophyta - Bikosea - Bicosoecales - Cafeteriaceae - Cafeteria minuta
Chromista	Ochrophyta	Bikosea	Bicosoecales	Cafeteriaceae	Cafeteria	roenbergensis				Fenchel & Patterson, 1988	Gyldig	Ingen_bistatus	Cafeteria roenbergensis	Species	Cafeteria	Chromista - Ochrophyta - Bikosea - Bicosoecales - Cafeteriaceae - Cafeteria roenbergensis
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Bicosoeca					James-Clark	Gyldig	Ingen_bistatus	Bicosoeca	Genus	Bicosoecaceae	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Bicosoeca
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Codomonas					Lackey	Gyldig	Ingen_bistatus	Codomonas	Genus	Bicosoecaceae	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Codomonas
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Stephanocodon						Gyldig	Ingen_bistatus	Stephanocodon	Genus	Bicosoecaceae	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Stephanocodon
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Stephanocodon	socialis					Gyldig	Ingen_bistatus	Stephanocodon socialis	Species	Stephanocodon	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Stephanocodon socialis
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Codomonas	annulata				Lackey	Gyldig	Ingen_bistatus	Codomonas annulata	Species	Codomonas	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Codomonas annulata
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Bicosoeca	gracilipes				James-Clark	Gyldig	Ingen_bistatus	Bicosoeca gracilipes	Species	Bicosoeca	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Bicosoeca gracilipes
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Bicosoeca	maris				Picken	Gyldig	Ingen_bistatus	Bicosoeca maris	Species	Bicosoeca	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Bicosoeca maris
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Bicosoeca	mediterranea				Pavillard	Gyldig	Ingen_bistatus	Bicosoeca mediterranea	Species	Bicosoeca	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Bicosoeca mediterranea
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Bicosoeca	ainikkiae				Järnefelt	Gyldig	Ingen_bistatus	Bicosoeca ainikkiae	Species	Bicosoeca	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Bicosoeca ainikkiae
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Bicosoeca	mitra				Fott	Gyldig	Ingen_bistatus	Bicosoeca mitra	Species	Bicosoeca	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Bicosoeca mitra
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Bicosoeca	planktonica				Kisselew	Gyldig	Ingen_bistatus	Bicosoeca planktonica	Species	Bicosoeca	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Bicosoeca planktonica
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Bicosoeca	alaskana				D.K. Hilliard	Gyldig	Ingen_bistatus	Bicosoeca alaskana	Species	Bicosoeca	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Bicosoeca alaskana
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Bicosoeca	borealis				D.K. Hilliard	Gyldig	Ingen_bistatus	Bicosoeca borealis	Species	Bicosoeca	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Bicosoeca borealis
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Bicosoeca	campanulata				(Lackey) Bourr.	Gyldig	Ingen_bistatus	Bicosoeca campanulata	Species	Bicosoeca	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Bicosoeca campanulata
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Bicosoeca	conica				Lemmerm.	Gyldig	Ingen_bistatus	Bicosoeca conica	Species	Bicosoeca	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Bicosoeca conica
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Bicosoeca	cylindrica				(Lackey) Bourr.	Gyldig	Ingen_bistatus	Bicosoeca cylindrica	Species	Bicosoeca	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Bicosoeca cylindrica
Chromista	Ochrophyta	Bikosea	Bicosoecales	Bicosoecaceae	Bicosoeca	lacustris				Clark	Gyldig	Ingen_bistatus	Bicosoeca lacustris	Species	Bicosoeca	Chromista - Ochrophyta - Bikosea - Bicosoecales - Bicosoecaceae - Bicosoeca lacustris
