scientific_name	rank	author	parent	classification	source
Monomastigales	Order	R.E.Norris ex Melkonian & B.Marin	Mamiellophyceae	Plantae - Chlorophyta - Mamiellophyceae - Monomastigales	Artsnavnebase 20170303
Monomastigaceae	Family	Hub.-Pest. ex B.Marin & Melkonian	Monomastigales	Plantae - Chlorophyta - Mamiellophyceae - Monomastigales - Monomastigaceae	Artsnavnebase 20170303
Monomastix	Genus	Scherff.	Monomastigaceae	Plantae - Chlorophyta - Mamiellophyceae - Monomastigales - Monomastigaceae - Monomastix	Artsnavnebase 20170303
Nephrophyceae	Class	Cavalier-Smith, 1993	Chlorophyta	Plantae - Chlorophyta - Nephrophyceae	Artsnavnebase 20170303
Nephroselmidales	Order	T.Nakay., S. Suda, Kawachi & I.Inouye	Nephrophyceae	Plantae - Chlorophyta - Nephrophyceae - Nephroselmidales	Artsnavnebase 20170303
Nephroselmidaceae	Family	Skuja ex P.C.Silva	Nephroselmidales	Plantae - Chlorophyta - Nephrophyceae - Nephroselmidales - Nephroselmidaceae	Artsnavnebase 20170303
Nephroselmis	Genus	F.Stein	Nephroselmidaceae	Plantae - Chlorophyta - Nephrophyceae - Nephroselmidales - Nephroselmidaceae - Nephroselmis	Artsnavnebase 20170303
Nephroselmis discoidea	Species	Skuja	Nephroselmis	Plantae - Chlorophyta - Nephrophyceae - Nephroselmidales - Nephroselmidaceae - Nephroselmis discoidea	Artsnavnebase 20170303
Nephroselmis minuta	Species	(N. Carter) Butcher	Nephroselmis	Plantae - Chlorophyta - Nephrophyceae - Nephroselmidales - Nephroselmidaceae - Nephroselmis minuta	Artsnavnebase 20170303
Nephroselmis olivacea	Species	F.Stein emend. Moestrup & Ettl	Nephroselmis	Plantae - Chlorophyta - Nephrophyceae - Nephroselmidales - Nephroselmidaceae - Nephroselmis olivacea	Artsnavnebase 20170303
Nephroselmis pyriformis	Species	(N. Carter) Ettl	Nephroselmis	Plantae - Chlorophyta - Nephrophyceae - Nephroselmidales - Nephroselmidaceae - Nephroselmis pyriformis	Artsnavnebase 20170303
Nephroselmis rotunda	Species	(N.Carter) Fott	Nephroselmis	Plantae - Chlorophyta - Nephrophyceae - Nephroselmidales - Nephroselmidaceae - Nephroselmis rotunda	Artsnavnebase 20170303
Pedinophyceae	Class	Moestrup	Chlorophyta	Plantae - Chlorophyta - Pedinophyceae	Artsnavnebase 20170303
Not_assigned_4031	Order		Pedinophyceae	Plantae - Chlorophyta - Pedinophyceae - Not_assigned_4031	Artsnavnebase 20170303
Pedinomonadales	Order	Moestrup	Pedinophyceae	Plantae - Chlorophyta - Pedinophyceae - Pedinomonadales	Artsnavnebase 20170303
Pedinomonadaceae	Family		Pedinomonadales	Plantae - Chlorophyta - Pedinophyceae - Pedinomonadales - Pedinomonadaceae	Artsnavnebase 20170303
Pedinomonas	Genus		Pedinomonadaceae	Plantae - Chlorophyta - Pedinophyceae - Pedinomonadales - Pedinomonadaceae - Pedinomonas	Artsnavnebase 20170303
Pedinomonas maior	Species	Korshikov	Pedinomonas	Plantae - Chlorophyta - Pedinophyceae - Pedinomonadales - Pedinomonadaceae - Pedinomonas maior	Artsnavnebase 20170303
Pedinomonas minutissima	Species	Skuja	Pedinomonas	Plantae - Chlorophyta - Pedinophyceae - Pedinomonadales - Pedinomonadaceae - Pedinomonas minutissima	Artsnavnebase 20170303
Resultor	Genus	O. Moestrup	Pedinomonadaceae	Plantae - Chlorophyta - Pedinophyceae - Pedinomonadales - Pedinomonadaceae - Resultor	Artsnavnebase 20170303
Resultor mikron	Species	(Throndsen) Ø. Moestrup	Resultor	Plantae - Chlorophyta - Pedinophyceae - Pedinomonadales - Pedinomonadaceae - Resultor mikron	Artsnavnebase 20170303
Scourfieldiales	Order	Moestrup	Pedinophyceae	Plantae - Chlorophyta - Pedinophyceae - Scourfieldiales	Artsnavnebase 20170303
Scourfieldiaceae	Family	Moestrup	Scourfieldiales	Plantae - Chlorophyta - Pedinophyceae - Scourfieldiales - Scourfieldiaceae	Artsnavnebase 20170303
Scourfieldia	Genus	G.S.West	Scourfieldiaceae	Plantae - Chlorophyta - Pedinophyceae - Scourfieldiales - Scourfieldiaceae - Scourfieldia	Artsnavnebase 20170303
Scourfieldia complanata	Species	G.S. West	Scourfieldia	Plantae - Chlorophyta - Pedinophyceae - Scourfieldiales - Scourfieldiaceae - Scourfieldia complanata	Artsnavnebase 20170303
Scourfieldia cordiformis	Species	Takeda	Scourfieldia	Plantae - Chlorophyta - Pedinophyceae - Scourfieldiales - Scourfieldiaceae - Scourfieldia cordiformis	Artsnavnebase 20170303
Pleurastrophyceae	Class	Mattox & K.D.Stewart	Chlorophyta	Plantae - Chlorophyta - Pleurastrophyceae	Artsnavnebase 20170303
Not_assigned_4036	Order		Pleurastrophyceae	Plantae - Chlorophyta - Pleurastrophyceae - Not_assigned_4036	Artsnavnebase 20170303
Pleurastrales	Order	Mattox & K.D.Stewart	Pleurastrophyceae	Plantae - Chlorophyta - Pleurastrophyceae - Pleurastrales	Artsnavnebase 20170303
Pleurastraceae	Family	Mattox & K.D.Stewart	Pleurastrales	Plantae - Chlorophyta - Pleurastrophyceae - Pleurastrales - Pleurastraceae	Artsnavnebase 20170303
Prasinophyceae	Class	T.A.Chr. ex P.C.Silva	Chlorophyta	Plantae - Chlorophyta - Prasinophyceae	Artsnavnebase 20170303
Not_assigned_4507	Order		Prasinophyceae	Plantae - Chlorophyta - Prasinophyceae - Not_assigned_4507	Artsnavnebase 20170303
Pseudoscourfieldiales	Order	Melkonian	Prasinophyceae	Plantae - Chlorophyta - Prasinophyceae - Pseudoscourfieldiales	Artsnavnebase 20170303
Pycnococcaceae	Family	Guillard	Pseudoscourfieldiales	Plantae - Chlorophyta - Prasinophyceae - Pseudoscourfieldiales - Pycnococcaceae	Artsnavnebase 20170303
Pseudoscourfieldia	Genus	Manton	Pycnococcaceae	Plantae - Chlorophyta - Prasinophyceae - Pseudoscourfieldiales - Pycnococcaceae - Pseudoscourfieldia	Artsnavnebase 20170303
Pseudoscourfieldia marina	Species	(Throndsen) Manton	Pseudoscourfieldia	Plantae - Chlorophyta - Prasinophyceae - Pseudoscourfieldiales - Pycnococcaceae - Pseudoscourfieldia marina	Artsnavnebase 20170303
Pyramimonadales	Order	Chadef.	Prasinophyceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales	Artsnavnebase 20170303
Platymonadaceae	Family		Pyramimonadales	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Platymonadaceae	Artsnavnebase 20170303
Platymonas	Genus		Platymonadaceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Platymonadaceae - Platymonas	Artsnavnebase 20170303
Platymonas cordiformis	Species		Platymonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Platymonadaceae - Platymonas cordiformis	Artsnavnebase 20170303
Polyblepharidaceae	Family	P.A.Dang.	Pyramimonadales	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Polyblepharidaceae	Artsnavnebase 20170303
Gyromitus	Genus	Skuja	Polyblepharidaceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Polyblepharidaceae - Gyromitus	Artsnavnebase 20170303
Gyromitus cordiformis	Species	Skuja	Gyromitus	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Polyblepharidaceae - Gyromitus cordiformis	Artsnavnebase 20170303
Gyromitus disomatus	Species	Skuja	Gyromitus	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Polyblepharidaceae - Gyromitus disomatus	Artsnavnebase 20170303
Pyramimonadaceae	Family	Korshikov	Pyramimonadales	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae	Artsnavnebase 20170303
Cymbomonas	Genus	J. Schiller	Pyramimonadaceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Cymbomonas	Artsnavnebase 20170303
Cymbomonas tetramitiformis	Species	Schiller	Cymbomonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Cymbomonas tetramitiformis	Artsnavnebase 20170303
Halosphaera	Genus	F.Schmitz	Pyramimonadaceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Halosphaera	Artsnavnebase 20170303
Halosphaera minor	Species	Ostenfeld	Halosphaera	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Halosphaera minor	Artsnavnebase 20170303
Halosphaera parkeae	Species	Boalch & Mommaerts	Halosphaera	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Halosphaera parkeae	Artsnavnebase 20170303
Halosphaera russellii	Species	Parke	Halosphaera	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Halosphaera russellii	Artsnavnebase 20170303
Halosphaera viridis	Species	Schmitz	Halosphaera	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Halosphaera viridis	Artsnavnebase 20170303
Pterosperma	Genus	C.H.G.Pouchet	Pyramimonadaceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma	Artsnavnebase 20170303
Pterosperma citriforme	Species	Parke	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma citriforme	Artsnavnebase 20170303
Pterosperma cristatum	Species	Schiller	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma cristatum	Artsnavnebase 20170303
Pterosperma cuboides	Species	Gaarder	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma cuboides	Artsnavnebase 20170303
Pterosperma dictyon	Species	(Jørgensen) Ostenfeld	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma dictyon	Artsnavnebase 20170303
Pterosperma eurypteron	Species	Parke	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma eurypteron	Artsnavnebase 20170303
Pterosperma inornatum	Species	Parke	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma inornatum	Artsnavnebase 20170303
Pterosperma marginatum	Species	Gaarder	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma marginatum	Artsnavnebase 20170303
Pterosperma moebii	Species	(Jørgensen) Ostenfeld	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma moebii	Artsnavnebase 20170303
Pterosperma nationalis	Species	Lohmann, 1904	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma nationalis	Artsnavnebase 20170303
Pterosperma ornatum	Species	Schiller	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma ornatum	Artsnavnebase 20170303
Pterosperma parallelum	Species	Gaarder	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma parallelum	Artsnavnebase 20170303
Pterosperma parellelum	Species	Gaarder	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma parellelum	Artsnavnebase 20170303
Pterosperma polygonum	Species	Ostenfeld	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma polygonum	Artsnavnebase 20170303
Pterosperma porosum	Species	Parke	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma porosum	Artsnavnebase 20170303
Pterosperma rotondum	Species	Pouchet	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma rotondum	Artsnavnebase 20170303
Pterosperma undulatum	Species	Ostenfeld	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma undulatum	Artsnavnebase 20170303
Pterosperma vanhoeffenii	Species	(Jørgensen) Ostenfeld	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma vanhoeffenii	Artsnavnebase 20170303
Pyramimonas	Genus	Schmarda	Pyramimonadaceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas	Artsnavnebase 20170303
Pyramimonas cirolanae	Species	N.C. Pennick	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas cirolanae	Artsnavnebase 20170303
Pyramimonas cordata	Species	McFadden in McFadden, Hill & Wetherbee, 1986	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas cordata	Artsnavnebase 20170303
Pyramimonas disomata	Species	Butcher ex McFadden, D.R.A. Hill & Wetherbee	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas disomata	Artsnavnebase 20170303
Pyramimonas gelidicola	Species	McFadden, Moestrup & Wetherbee, 1982 aff.	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas gelidicola	Artsnavnebase 20170303
Pyramimonas grossii	Species	Parke	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas grossii	Artsnavnebase 20170303
Pyramimonas longicauda	Species	Van Meel, 1969 emend. Inouye, Hori & Chihara, 1984	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas longicauda	Artsnavnebase 20170303
Pyramimonas mantoniae	Species	Moestrup & Hill, 1993	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas mantoniae	Artsnavnebase 20170303
Pyramimonas marina	Species	(Wulff) Verschaffelt	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas marina	Artsnavnebase 20170303
Pyramimonas nansenii	Species	Braarud, 1935 emend. Thomsen, 1988	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas nansenii	Artsnavnebase 20170303
Pyramimonas norrisii	Species	Sym & Pienaar, 1991	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas norrisii	Artsnavnebase 20170303
Pyramimonas obovata	Species	N. Carter, 1937	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas obovata	Artsnavnebase 20170303
Pyramimonas octopus	Species	Moestrup & Aa. Kristiansen in Moestrup, Hori & Kristiansen, 1987	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas octopus	Artsnavnebase 20170303
Pyramimonas orientalis	Species	Butcher ex McFadden, Hill & Wetherbee	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas orientalis	Artsnavnebase 20170303
Pyramimonas plurioculata	Species	Butcher	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas plurioculata	Artsnavnebase 20170303
Pyramimonas propulsa	Species	Moestrup & Hill	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas propulsa	Artsnavnebase 20170303
Pyramimonas pseudoparkeae	Species	Pienaar & Aken, 1985 aff.	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas pseudoparkeae	Artsnavnebase 20170303
Pyramimonas virginica	Species	Pennick, 1977	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas virginica	Artsnavnebase 20170303
Tasmanites	Genus	E.T.Newton	Pyramimonadaceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Tasmanites	Artsnavnebase 20170303
Tasmanites marshalliae	Species	(M. Parke) G.T. Boalch & D. Guy-Ohlson 1992	Tasmanites	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Tasmanites marshalliae	Artsnavnebase 20170303
Trebouxiophyceae	Class	Friedl	Chlorophyta	Plantae - Chlorophyta - Trebouxiophyceae	Artsnavnebase 20170303
Chlorellales	Order		Trebouxiophyceae	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales	Artsnavnebase 20170303
Chlorellaceae	Family	Brunnth.	Chlorellales	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae	Artsnavnebase 20170303
Actinastrum	Genus	Lagerheim	Chlorellaceae	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Actinastrum	Artsnavnebase 20170303
Actinastrum aciculare	Species	Playfair	Actinastrum	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Actinastrum aciculare	Artsnavnebase 20170303
Actinastrum fluviatile	Species	(Schröder) Fott	Actinastrum	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Actinastrum fluviatile	Artsnavnebase 20170303
Actinastrum hantzschii	Species	Lagerheim	Actinastrum	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Actinastrum hantzschii	Artsnavnebase 20170303
Catena	Genus	Chodat	Chlorellaceae	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Catena	Artsnavnebase 20170303
Catena viridis	Species	R. Chodat, 1900	Catena	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Catena viridis	Artsnavnebase 20170303
Chlorella	Genus	Beij.	Chlorellaceae	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella	Artsnavnebase 20170303
Chlorella ellipsoidea	Species	Gerneck	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella ellipsoidea	Artsnavnebase 20170303
Chlorella marina	Species	Butcher	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella marina	Artsnavnebase 20170303
Chlorella ovalis	Species	Butcher	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella ovalis	Artsnavnebase 20170303
Chlorella protothecoides	Species	W.Krüger	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella protothecoides	Artsnavnebase 20170303
Chlorella saccharophila	Species	(W.Krüger) Mig.	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella saccharophila	Artsnavnebase 20170303
Chlorella salina	Species	Butcher	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella salina	Artsnavnebase 20170303
Chlorella spaerckii	Species	Ålvik	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella spaerckii	Artsnavnebase 20170303
Chlorella stigmatophora	Species	Butcher	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella stigmatophora	Artsnavnebase 20170303
Chlorella vulgaris	Species	Beij.	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella vulgaris	Artsnavnebase 20170303
Choricystis	Genus	(Skuja) Fott	Chlorellaceae	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Choricystis	Artsnavnebase 20170303
Choricystis chodatii	Species	(Jaag) Fott	Choricystis	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Choricystis chodatii	Artsnavnebase 20170303
Choricystis coccoides	Species	(Rodhe & Skuja) Fott	Choricystis	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Choricystis coccoides	Artsnavnebase 20170303
Choricystis hindaki	Species	Tell	Choricystis	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Choricystis hindaki	Artsnavnebase 20170303
Choricystis minor	Species	(Skuja) Fott	Choricystis	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Choricystis minor	Artsnavnebase 20170303
Closteriopsis	Genus	Lemmerm.	Chlorellaceae	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Closteriopsis	Artsnavnebase 20170303
Closteriopsis acicularis	Species	(G.M.Smith) Belcher & Swale	Closteriopsis	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Closteriopsis acicularis	Artsnavnebase 20170303
Closteriopsis longissima	Species	(Lemmermann) Lemmermann, 1899	Closteriopsis	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Closteriopsis longissima	Artsnavnebase 20170303
Dictyosphaerium	Genus	Nägeli	Chlorellaceae	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium	Artsnavnebase 20170303
Dictyosphaerium anomalum	Species	Korshikov	Dictyosphaerium	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium anomalum	Artsnavnebase 20170303
Dictyosphaerium botrytella	Species	Komárek & Perman	Dictyosphaerium	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium botrytella	Artsnavnebase 20170303
Dictyosphaerium ehrenbergianum	Species	Nägeli	Dictyosphaerium	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium ehrenbergianum	Artsnavnebase 20170303
