kingdom	phylum	class_name	order	family	genus	species	subspecies	variety	forma	author	status	status-2
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium	delicatulum				(Kützing) Round et Bukhtiyarova	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium	robustius				Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium	lanceolatum		ellipticum		(Cleve) Bukht.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium	lanceolatum		lanceolatum		(Bréb. ex Kütz.) Lange-Bert. 	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Lemnicola	hungarica				(Grunow) Round & Basson	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Karayevia	amoena				(Hust.) Bukht.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Karayevia	bottnica				(Cleve) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Karayevia	clevei				(Grunow) Round & Bukht.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Karayevia	laterostrata				(Hust.) Bukht.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Karayevia	nitidiformis				(Lange-Bert.) Bukht.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Karayevia	oblongella				(Østrup) M.Aboal	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Karayevia	suchlandtii				(Hust.) Bukht.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Eucocconeis	alpestris				(Brun) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Eucocconeis	flexella				(Kütz.) Meister	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Eucocconeis	laevis				(Østrup) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Eucocconeis	laevis		austriaca		(Hust.) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	minutissimum				(Kütz.) Czarn.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	biasolettianum				(Grunow) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	bioretii				(H.Germ.) Edlund	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	caledonicum				Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	catenatum				(J.Bily & Marvan) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	daonense				(Lange-Bert.) Lange-Bert., Monnier & Ector	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	exiguum				(Grunow) Czarn.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	gracillimum				(Meister) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	helveticum				(Hust.) Monnier, Lange-Bert. & Ector	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	kranzii				(Lange-Bert.) Round & Bukht.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	kriegeri				(Krasske) Hamilton, D.Anton. & Siver	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	lauenburgianum				(Hust.) Monnier, Lange-Bert. & Ector	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	rosenstockianum				(Lange-Bert.) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	straubianum				(Lange-Bert.) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	subatomoides				(Hust.) Monnier, Lange-Bert. & Ector	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	subsalsum				(J.B.Petersen) Aboal	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	exigua					Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	exigua		elliptica		Hust.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes					Bory	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Rossithidium					Round & Bukht.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Platessa					Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Platessa	conspicua				(Ant.Mayer) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Platessa	holsatica				(Hust.) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Rossithidium	nodosum				(A.Cleve) Aboal	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Rossithidium	petersenii				(Hust.) Round & Bukht.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Rossithidium	pusillum				(Grunow) Round & Bukht.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	acares				Hohn & Hellerman	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	bottnica				(Cleve) Cleve	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	brevipes				C. Agardh	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	carissima				Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	delicatula				(Kütz.) Grunow in Cleve & Grunow	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	dispar				Cleve	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	exilis				Kütz.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	hintzii				Lange-Bert. & Krammer	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	impexa				Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	kolbei				Hust.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	lanceolata				(Bréb. ex Kütz.) Grunow	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	latissima				Cleve-Euler	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	linearioides				Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	longipes				C. Agardh	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	lutheri				Hust.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	microcephala				Kütz.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	minuscula				Hust.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	parvula				Kütz.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	ploenensis				Hust.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	rupestoides				Hohn	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	semiaperta				Hust.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	submarina				Hust.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	thermalis				(Rabenh.) Schönf.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	ziegleri				Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	exigua				Grunow	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	laevis				Østrup	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	grischuna				Wuthrich	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	punctulata				Simonsen	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	ventralis				(Krasske) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	laevis		austriaca		(Hustedt) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	exigua		elliptica		Hustedt	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	ploenensis		gessneri		(Hust.) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	lanceolata	frequentissima			Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	lanceolata	lanceolata			(Bréb. ex Kütz.) Grunow	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	lanceolata		elliptica		Cleve	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	lanceolata	robusta			(Hust.) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	lanceolata		rostrata		Hust.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	lanceolata	lanceolata	boyei		(Østrup) Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	lanceolata	frequentissima	rostratiformis		Lange-Bert.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae						Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Spinigera						Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassionema					M. Peragallo	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassiothrix					Cleve & Grunow	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassiothrix	longissima				P.T. Cleve & Grunow, 1880	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassionema	bacillare				(Heiden) Kolbe, 1955	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassionema	frauenfeldii				(Grunow) Hallegraeff, 1986	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassionema	nitzschioides				(Grunow) Grunow ex Hustedt, 1932	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassionema	pseudonitzschioides				(Schuette & Schrader) Hasle, 1995	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae						Kütz.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Oxyneis					Round in Round, R.M.Crawford & D.G.Mann	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria					Ehrenb. ex Kütz.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tetracyclus					Ralfs	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tetracyclus	emarginatus				(Ehrenb.) W.Sm.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tetracyclus	glans				(Ehrenb.) Mills	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tetracyclus	lacustris				Ralfs	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tetracyclus	rupestris				(A. Braun) Grunow in Van Heurck, 1881	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	fenestrata				(Lyngb.) Kütz.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	flocculosa				(Roth) Kütz.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	quadriseptata				B.M.Knudson	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	ventricosa				Kütz.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	flocculosa		geniculata		(A. Cleve) B.M. Knudson	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	flocculosa		teilingii		B.M. Knudson	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	flocculosa		flocculosa		(Roth) Kütz.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	flocculosa		pelagica		Holmboe	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	flocculosa		linearis		J.D. Koppen	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	fenestrata		asterionelloides		Grunow	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Oxyneis	binalis				(Ehrenb.) Round in Round, R.M.Crawford & D.G.Mann	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Striatellales	Striatellaceae						Kütz.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Striatellales	Striatellaceae	Striatella					C. Agardh	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Striatellales	Striatellaceae	Grammatophora					Ehrenberg	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Striatellales	Striatellaceae	Grammatophora	marina				(Lyngbye) Kützing, 1844	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Striatellales	Striatellaceae	Grammatophora	oceanica				Ehrenberg, 1840	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Striatellales	Striatellaceae	Grammatophora	arctica				Cleve	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Striatellales	Striatellaceae	Striatella	unipunctata				(Lyngbye) C. A. Agardh, 1832	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Rhaponeidales	Rhaphoneidaceae						Forti	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Rhaponeidales	Psammodiscaceae						Round & D.G.Mann	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Rhaponeidales	Psammodiscaceae	Psammodiscus					F.E. Round & D.G. Mann	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Rhaponeidales	Psammodiscaceae	Psammodiscus	nitidus				(Gregory) Round & D.G. Mann, 1980	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Rhaponeidales	Rhaphoneidaceae	Delphineis					G.W. Andrews	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Rhaponeidales	Rhaphoneidaceae	Rhaphoneis					Ehrenberg	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Rhaponeidales	Rhaphoneidaceae	Rhaphoneis	amphiceros				(Ehrenberg) Ehrenberg, 1844	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Rhaponeidales	Rhaphoneidaceae	Delphineis	surirella				(Ehrenberg) G. W. Andrews, 1981	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Licmophorales	Licmophoraceae						Kütz.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora					C.Agardh	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora	abbreviata				C.A. Agardh, 1831	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora	communis				(Heiberg) Grunow in Van Heurck, 1881	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora	debilis				(Kützing) Grunow in Van Heurck, 1881	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora	ehrenbergii				(Kützing) Grunow, 1867	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora	gracilis				(Ehrenberg) Grunow, 1867	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora	juergensii				C.A. Agardh, 1831	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora	oedipus				(Kützing) Grunow in Van Heurck, 1881	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora	paradoxa				(Lyngbye) C.A. Agardh, 1836	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora	hyalina				(Kützing) Grunow	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora	gracilis		gracilis			Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae						Grev.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella					Hassall	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis					Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma					Bory de St-Vincent	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fossula					G.R. Hasle, E.E. Syvertsen & C.H. von Quillfeldt	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria					Lyngb.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilariforma					D.M.Williams & Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Grammonema					C.Agardh	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Meridion					C.Agardh	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosira					Ehrenb.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedropsis					Hasle, Medlin & Syvertsen	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria					(Kütz.) Compère	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra					Ehrenberg	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ceratoneis					Ehrenberg	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Bleakeleya					Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Catacombas					D.M. Wiliams & Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ctenophora					(Grunow) D.M.Williams & Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Hannaea					R. Patrick	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Martyana					F.E. Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Neosynedra					D. M. Williams et F. E. Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Opephora					P. Petit	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Pseudostaurosira					D.M.Williams & Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Stauroforma					Flower, V.J.Jones & Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosirella					D.M.Wiliams & Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Tabularia					(Kütz.) D.M.Williams & Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Tabularia	fasciculata				(C.Agardh) D.M.Williams & Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Tabularia	tabulata				(C.A. Agardh) Snoeijs, 1992	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Tabularia	waernii				Snoeijs in Snoeijs & Kuylenstierna, 1991	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Tabularia	investiens				(W. Smith) Williams et Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Tabularia	laveis				Kützing	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosirella	leptostauron				(Ehrenb.) D.M.Williams & Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosirella	pinnata				(Ehrenb.) D.M.Williams & Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosirella	pinnata		intercedens		(Grunow) P.B.Ham.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosirella	leptostauron		dubia		(Grunow) Bukht.	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Stauroforma	exiguiformis				(Lange-Bert.) Flower, V.J.Jones & Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Pseudostaurosira	brevistriata				(Grunow) D.M.Williams & Round	Gyldig	Ingen_bistatus
Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Pseudostaurosira	elliptica				(Schum.) Edlund, E.Morales & S.Spauld.	Gyldig	Ingen_bistatus
