kingdom	phylum	class_name	order	family	genus	species	subspecies	variety	forma	author	status	status-2
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Discamminidae	Ammoscalaria	pseudospiralis				(Williamson, 1858)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Discamminidae	Ammoscalaria	runiana				(Heron-Allen & Earland, 1916)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Discamminidae	Ammoscalaria	tenuimargo				(Brady, 1882)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Haplophragmoididae	Cribrostomoides					Cushman, 1910	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Haplophragmoididae	Labrospira					Höglund, 1947	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Haplophragmoididae	Haplophragmoides					Cushman, 1910	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Haplophragmoididae	Haplophragmoides	bradyi				(Robertson, 1891)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Haplophragmoididae	Haplophragmoides	wilberti				Anderson, 1953	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Haplophragmoididae	Haplophragmoides	membranaceum				Höglund, 1947	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Haplophragmoididae	Haplophragmoides	sphaeriloculum				Cushman, 1910	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Haplophragmoididae	Cribrostomoides	crassimargo				(Norman, 1892)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Haplophragmoididae	Cribrostomoides	jeffreysii				(Williamson, 1858)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Haplophragmoididae	Cribrostomoides	nitidum				(Goes, 1896)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Haplophragmoididae	Cribrostomoides	subglobosum				(Cushman, 1910)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Haplophragmoididae	Cribrostomoides	kosterensis				(Höglund, 1947)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae						Haeckel, 1894	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Thomasinellidae						Loeblich & Tappan, 1984	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Thomasinellidae	Protoschista					Eimer & Fickert, 1899	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Thomasinellidae	Protoschista	findens				(Parker, 1870)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae						Cushman, 1910	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae						Loeblich & Tappan, 1984	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae						Haeckel, 1894	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Hormosina					Brady, 1879	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Achimerismus					Loeblich & Tappan, 1984	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Proteonina					Williamson, 1858	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Achimerismus	subnodosus				(Brady, 1884)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Cuneata					Fursenko, 1979	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Cuneata	arctica				(Brady, 1881)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Leptohalysis					Loeblich & Tappan, 1984	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Reophax					de Montfort, 1808	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Hormosinella					Shchedrina, 1969	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Subreophax					Saidova, 1975	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Subreophax	aduncus				(Brady, 1882)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Hormosinella	distans				(Brady, 1881)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Hormosinella	guttifera				(Brady, 1881)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Reophax	dentaliniformis				Brady, 1881	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Reophax	fusiformis				(Williamson, 1858)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Reophax	regularis				Höglund, 1947	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Reophax	rostrata				Höglund, 1947	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Reophax	scorpiurus				de Montfort, 1808	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Reophax	subfusiformis				Earland, 1933	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Reophax	pilulifera				Brady, 1884	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Reophax	micaceus				Earland, 1934	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Leptohalysis	catella				(Höglund, 1947)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Leptohalysis	catenata				(Höglund, 1947)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Leptohalysis	gracilis				(Kiaer, 1900)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hormosinidae	Leptohalysis	scotti				(Chaster, 1892)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rzehakinidae						Cushman, 1933	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rzehakinidae	Miliammina					Heron-Allen & Earland, 1930	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rzehakinidae	Miliammina	fusca				(Brady, 1870)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Ammodiscidae						Reuss, 1862	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Ammodiscidae						Reuss, 1862	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Ammodiscidae						Saidova, 1981	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Ammodiscidae						Vyalov, 1968	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Ammodiscidae						Cushman, 1928	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Ammodiscidae	Ammolagena					Eimer & Fickert, 1899	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Ammodiscidae	Ammolagena	clavata				(Jones & Parker, 1860)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Ammodiscidae	Usbekistania					Suleymanov, 1960	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Ammodiscidae	Repmanina					Suleymanov, 1966	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Ammodiscidae	Repmanina	charoides				(Jones & Parker, 1860)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Ammodiscidae	Glomospira					Rzehak, 1885	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Ammodiscidae	Glomospira	glomerata				Höglund, 1947	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Ammodiscidae	Ammodiscus					Reuss, 1862	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Ammodiscidae	Ammodiscus	catinus				Höglund, 1947	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Ammodiscidae	Ammodiscus	gullmarensis				Höglund, 1948	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae						Rhumbler, 1895	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Botellinidae						Chapman & Parr, 1936 	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Botellinidae	Botellina					Carpenter, 1869	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Botellinidae	Botellina	labyrinthica				Brady, 1881 	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae						Eimer & Fickert, 1899	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae						Rhumbler, 1895	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae	Hippocrepina					Parker, 1870	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae	Jaculella					Brady, 1879	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae	Jaculella	acuta				Brady, 1879	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae	Jaculella	obtusa				Brady, 1882	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae	Hippocrepina	pusilla				Heron-Allen & Earland, 1930	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae	Hippocrepina	indivisa				Parker, 1870	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae	Hippocrepina	flexibilis				(Wiesner, 1931)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae	Hyperammina					Brady, 1878	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae	Saccorhiza					Eimer & Fickert, 1899	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae	Saccorhiza	ramosa				(Brady, 1879)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae	Hyperammina	fragilis				Höglund, 1947	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae	Hyperammina	laevigata				Wright, 1891	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae	Hyperammina	elongata				Brady, 1879	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae	Hyperammina	crassatina				(Brady, 1881)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinidae	Hyperammina	friabilis				Brady, 1884	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae						Brady, 1881	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Bathysiphonidae						Avnimelech, 1952	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae						Brady, 1884	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinellidae						Loeblich & Tappan, 1984	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Psammosphaeridae						Haeckel, 1894	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae						Brady, 1884	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hemisphaeramminidae						Loeblich & Tappan, 1961	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hemisphaeramminidae						Loeblich & Tappan, 1961	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hemisphaeramminidae						Hofker, 1972	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hemisphaeramminidae	Crithionina					Goes, 1894	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hemisphaeramminidae	Crithionina	goesi				Höglund, 1947	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hemisphaeramminidae	Crithionina	mamilla				Goes, 1894	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hemisphaeramminidae	Crithionina	goësi					Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hemisphaeramminidae	Crithionina	hispida				(Flint, 1899)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hemisphaeramminidae	Crithionina	pisum				Goes, 1896	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hemisphaeramminidae	Crithionina	sphaerica				(Höglund, 1947)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae						Brady, 1884	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae						Brady, 1884	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae						Miklukho-Maklay, 1963	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae						Mikhalevich, 1995 	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Tholosina					Rhumbler, 1895 	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Tholosina	bulla				(Brady, 1881)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Tholosina	vesicularis				(Brady, 1879) 	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Thurammina					Brady, 1879 	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Astrammina					Rhumbler, 1931	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Astrammina	sphaerica				(Heron-Allen & Earland, 1932)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Thurammina	albicans				Brady, 1879 	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Thurammina	papillata				Brady, 1879	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Saccammina					Carpenter, 1869	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Technitella					Norman, 1878	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Lagenammina					Rhumbler, 1911	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Lagenammina	arenulata				(Skinner, 1961)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Lagenammina	atlantica				(Cushman, 1944)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Lagenammina	difflugiformis				(Brady, 1879)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Lagenammina	tubulata				Rhumbler, 1931	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Technitella	legumen				Norman, 1878 	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Saccammina	sphaerica				Brady, 1871	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Saccammina	socialis				Brady, 1884	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Pilulina					Carpenter, 1870	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Saccamminidae	Pilulina	argentea				Höglund, 1947	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Psammosphaeridae						Haeckel, 1894	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Psammosphaeridae	Psammosphaera					Schulze, 1875	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Psammosphaeridae	Psammosphaera	bowmanni				Heron-Allen & Earland, 1912	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Psammosphaeridae	Psammosphaera	fusca				Schulze, 1875	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinellidae	Hippocrepinella					Heron-Allen & Earland, 1932	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinellidae	Hippocrepinella	alba				Heron-Allen & Earland, 1932	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinellidae	Hippocrepinella	remanei				Rhumbler, 1935	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hippocrepinellidae	Hippocrepinella	hirudinea				Heron-Allen & Earland, 1932	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae						Brady, 1884	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae						Haeckel, 1894	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae	Dendrophrya					Wright, 1861	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae	Psammatodendron					Norman, 1881	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae	Dendrophrya	arborescens				(Norman, 1881)	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae	Rhabdammina					Sars, 1869	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae	Marsipella					Norman, 1878 	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae	Rhizammina					Brady, 1879	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae	Rhizammina	algaeformis				Brady, 1879	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae	Marsipella	cylindrica				Brady, 1882 	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae	Marsipella	spiralis				Heron-Allen & Earland, 1912	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae	Rhabdammina	abyssorum				Sars, 1869	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae	Rhabdammina	discreta				Brady, 1881	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae	Rhabdammina	inaequalis					Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae	Rhabdammina	scabra					Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Rhabdamminidae	Rhabdammina	linearis				Brady, 1879	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Bathysiphonidae	Bathysiphon					Sars, 1872	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Bathysiphonidae	Psammosiphonella					Avnimelech, 1952	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Bathysiphonidae	Bathysiphon	argenteus				Heron-Allen & Earland, 1913	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Bathysiphonidae	Bathysiphon	flexilis				Höglund, 1947	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Bathysiphonidae	Bathysiphon	minutus				Pearceay, 1900	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Bathysiphonidae	Bathysiphon	filiformis				Sars, 1872	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae						Brady, 1881	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae						Saidova, 1981	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae	Vanhoeffenella					Rhumbler, 1905	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae	Vanhoeffenella	gaussi				Rhumbler, 1905	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae	Pelosina					Brady, 1879	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae	Astrorhiza					Sandahl, 1858	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae	Astrorhiza	crassatina				Brady, 1881	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae	Astrorhiza	arenaria					Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae	Astrorhiza						Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae	Astrorhiza	cornuta				Brady, 1879	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae	Astrorhiza	limicola				Sandahl, 1857	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae	Pelosina	arborescens				Pearcey, 1914	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae	Pelosina	variabilis				Brady, 1879	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae	Pelosina	sphaeriloculum					Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Astrohizidae	Pelosina	fusiformis				Earland, 1933	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae						Rhumbler, 1904	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hospitellidae						Loeblich & Tappan, 1984	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hospitellidae	Placopsilinella					Earland, 1934	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Hospitellidae	Placopsilinella	aurantiaca				Earland, 1934	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae						Rhumbler, 1904	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae						Loeblich & Tappan, 1984	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae						Avnimelech, 1952	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae	Micrometula					Nyholm, 1952	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae	Micrometula	hyalostriata				Nyholm, 1952	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae	Nemogullmia					Nyholm, 1953	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae	Phainogullmia					Nyholm, 1955	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae	Tinogullmia					Nyholm, 1954	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae	Tinogullmia	hyalina				Nyholm, 1954	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae	Phainogullmia	aurata				Nyholm, 1955	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae	Nemogullmia	longevariabilis				Nyholm, 1953	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae	Allogromia					Rhumbler, 1904	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae	Cylindrogullmia					Nyholm, 1974	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae	Cylindrogullmia	alba				Nyholm, 1974	Gyldig	Ingen_bistatus
Chromista	Cercozoa	Granuloreticulosea	Foraminiferida	Allogromiidae	Allogromia	crystallifera				Dahlgren, 1963	Gyldig	Ingen_bistatus
